param,seed,f1,accuracy,ari,v_measure
66,32,0.6535243,0.7104664590404871,0.6664761728434468,0.8074780272071741
72,32,0.7009737,0.8148336074465479,0.8730795362662636,0.8393254722026984
99,32,0.665613,0.7762322458231756,0.8431828640640793,0.8187174049858332
2,32,0.6943049,0.8081674073555657,0.8723772423920311,0.8321436708252867
3,32,0.6755151,0.8472742259703803,0.8752577644682664,0.8614070563404149
98,32,0.6553756,0.7842942848366791,0.8273846643712004,0.8198322574575474
73,32,0.6707978,0.8164180207081841,0.8827016705750806,0.8478652309480402
67,32,0.6525371,0.6951686087879531,0.6645664101156035,0.7994797163092199
59,32,0.6988469,0.843772964271967,0.829375744761033,0.8437739976092552
71,32,0.6591191,0.86374434762999,0.8925409875915907,0.8738989346422961
65,32,0.6871354,0.8347136197330409,0.8273068167024862,0.8463267497260937
1,32,0.6975022,0.813799364679443,0.8729059614821368,0.837781466157956
64,32,0.7126345,0.843603830586369,0.8726799905318182,0.8406732605585794
70,32,0.6973055,0.8403786261678973,0.8811968145322252,0.8593174828679765
58,32,0.6530494,0.8559155964586905,0.8923802334930613,0.871798283901499
74,32,0.7054328,0.8404836056968891,0.8781767831035376,0.8580325541626124
60,32,0.693928,0.8187392347381149,0.8740045474772925,0.8454831121487145
48,32,0.6585926,0.6984326945134588,0.6574185313300147,0.790646946628512
4,32,0.703362,0.8308954753823005,0.8686537876174346,0.847995731073133
5,32,0.7090649,0.8268673719735763,0.8595243795448538,0.8383681210975604
49,32,0.6081337,0.6964789088349994,0.6612284869804723,0.8027039633405032
61,32,0.6643259,0.7838704785900082,0.8274886521263141,0.823112960359236
75,32,0.716903,0.8545664151046102,0.8848795187351853,0.8637708792288147
63,32,0.6673445,0.7798598717694494,0.8442299263054315,0.8211604283232924
77,32,0.6812313,0.8253432247378428,0.8728039573144589,0.8545623559761694
88,32,0.694068,0.8197054352179103,0.8725431212693795,0.8428461242332792
7,32,0.6681031,0.7979416236056192,0.8302864129096351,0.824208433563445
6,32,0.686902,0.7952607574856236,0.8621325167767265,0.8284437016149413
89,32,0.5840109,0.6782357995746385,0.6563911219933689,0.7948467953245325
76,32,0.7126345,0.843603830586369,0.8726799905318182,0.8406732605585794
62,32,0.5946973,0.6993075239217241,0.6502487454582925,0.7998568882342812
39,32,0.6432787,0.6887181999510096,0.6416399637805796,0.7911197487107134
11,32,0.5973551,0.47896910102530005,0.45205180607741585,0.726038505277941
10,32,0.7068942,0.8206288662599682,0.8807969227993212,0.8462735756069101
38,32,0.6853378,0.8358159047874554,0.8667475069017399,0.8474642269873692
12,32,0.615145,0.6965605595797708,0.6613694887783717,0.8035323957013599
13,32,0.6859989,0.7997087790103152,0.8657058539703659,0.8327627437343073
17,32,0.6719099,0.8261616762509089,0.8643700384871107,0.8397444268842617
16,32,0.7000233,0.8471167566768925,0.8825129353288336,0.85648026872553
14,32,0.7034351,0.8033713981329197,0.8616843861984785,0.8315811183266492
28,32,0.5657071,0.6890525791915021,0.6280567160971311,0.7842627611589985
29,32,0.6756986,0.8221432931689432,0.8258348520553692,0.8383661401925618
15,32,0.6880418,0.8032605864078727,0.8534830403788577,0.8252834507561277
18,32,0.7090879,0.8197365402635375,0.8603990819415123,0.8317762030097584
24,32,0.6208222,0.7028107296854891,0.6673244935767015,0.8047214503828705
30,32,0.7033816,0.8401744993059687,0.8342479296250312,0.848697303133518
31,32,0.6879102,0.825055503065791,0.8723407591060958,0.8477924243742399
25,32,0.7119106,0.8131733756361954,0.8738925525306952,0.8429242168663015
19,32,0.6384432,0.6998557503509037,0.6576966725414887,0.7921930457966169
33,32,0.7034048,0.8033830625250299,0.8616052602809613,0.8313137196657142
27,32,0.7090607,0.8269645752411613,0.859522480711003,0.8383567012629117
26,32,0.5764106,0.6892878110990579,0.6414939179591156,0.7922328781170171
32,32,0.6786073,0.7836391348131558,0.8484148684352434,0.8225972317486611
36,32,0.6612766,0.8056090173527273,0.8646611694635704,0.8359999294139281
22,32,0.6198519,0.7094885941685816,0.6682664162176033,0.7998539968741702
23,32,0.6800701,0.8181268541523292,0.81841656550095,0.8362203381033008
37,32,0.6971797,0.797949399867026,0.8514351948973272,0.82100832082367
21,32,0.6950257,0.7982215690162641,0.8600427134709067,0.82964482297211
35,32,0.7221456,0.8373244995003752,0.8756210324516162,0.8593539933052284
34,32,0.684182,0.8342178830683572,0.8825501304258933,0.8553017606297739
20,32,0.7034351,0.8033713981329197,0.8616843861984785,0.8315811183266492
100,32,0.6732705,0.8415586738363797,0.8753561397701255,0.8603200617637811
47,32,0.7116572,0.851747520344644,0.884942786962351,0.8630471759190657
53,32,0.6095919,0.7075756338625079,0.660265454914672,0.8058882143979995
84,32,0.6998018,0.8112740237875836,0.8788710705014305,0.8411394942417242
90,32,0.6097844,0.6965450070569572,0.6573468242530024,0.8011116489422752
91,32,0.6780375,0.7989894748301859,0.8499086421341856,0.8300248819082483
85,32,0.6256218,0.689651351319826,0.6430025818917988,0.7920711660755153
52,32,0.6876221,0.8089100403199154,0.8656554658153505,0.8331955961438188
46,32,0.7140929,0.8227984431924663,0.8757526907372385,0.8427338588728186
78,32,0.5712746,0.7026746451108701,0.6593357619452721,0.8029299532621935
50,32,0.6946565,0.8370737150700058,0.8786528126363191,0.8569354447795476
44,32,0.6812313,0.8253432247378428,0.8728039573144589,0.8545623559761694
93,32,0.6820131,0.8231036614526834,0.8857985734115809,0.851572408510923
87,32,0.6682327,0.844949123809746,0.8864984171348751,0.862621274992256
8,32,0.6995219,0.8437671320759119,0.8293990005404995,0.8441858414614697
9,32,0.5434651,0.6816456902015218,0.6442521094199741,0.7901527281057121
86,32,0.6853378,0.8358159047874554,0.8667475069017399,0.8474642269873692
92,32,0.6656829,0.8459211564855964,0.8385033856374441,0.8526566304706714
45,32,0.7112791,0.8251060487649353,0.8617433872379112,0.8330573309479207
51,32,0.7038249,0.8324410073369026,0.8774148873051796,0.8547014812403266
79,32,0.7134257,0.8299020579875813,0.8774620597672897,0.8549730678228314
55,32,0.6957245,0.8356875964742431,0.8819088090517061,0.8600628122274446
41,32,0.6091427,0.6956254641456027,0.6555464135396031,0.7949489854438803
69,32,0.685879,0.7893916241888387,0.8694885559819527,0.8309843945512038
96,32,0.6758966,0.7955795842033025,0.8626888102863867,0.8317633043794953
82,32,0.6967945,0.8074403269140296,0.8629201570129598,0.8332002006131655
83,32,0.6685129,0.8605152550808148,0.8925442763506092,0.8738373853868789
97,32,0.6374315,0.6982441201743438,0.6565077954324684,0.7987789851478347
68,32,0.6868484,0.7786234462057676,0.8252032208734364,0.8162718973147197
40,32,0.63274,0.6963117192147531,0.659007374229774,0.7974531091833826
54,32,0.6772041,0.8074150540644575,0.8640803967781936,0.8300072875474096
42,32,0.6914321,0.8412281827265905,0.8343550193626034,0.8430759218115784
56,32,0.6988947,0.842375181284094,0.8840433673051882,0.8584153267346804
81,32,0.6527991,0.6951666647226014,0.6645664394173726,0.7994828876559461
95,32,0.694068,0.8197054352179103,0.8725431212693795,0.8428461242332792
94,32,0.5250318,0.6837219519971384,0.6490373344255905,0.7915647129915824
80,32,0.6998446,0.8505110947809622,0.8803759096228022,0.8600609055319582
57,32,0.6306786,0.7240476995874693,0.6705882246562501,0.8049769200544904
43,32,0.6880418,0.8032605864078727,0.8534830403788577,0.8252834507561277
