upsilon,epsilon,delta
3.63239331548568,0.438339456965216,0.0105981734223338
3.12320415526629,0.424057161818258,0.0459515628352342
3.58954905902967,0.401856958188815,0.0748504492487386
2.7932481011562,0.498801946774358,0.0278072099745134
3.28402647337876,0.476634990381077,0.0634932218635082
3.91571533887647,0.472741727988468,0.0347183064585459
3.32149369385093,0.463495739992475,0.0760578225493059
2.02827677821741,0.462373838164611,0.0909806514208764
2.54760646034498,0.417574688985478,0.0887033945093909
2.1386671994254,0.433495525817154,0.071408703134167
2.95203065412585,0.420929431782104,0.024548039793889
3.46005008098204,0.425034119767603,0.0921315655174712
2.87653077269439,0.419119497695006,0.0206952620864566
2.40194435462356,0.448470972922165,0.0296588946778188
3.57446433303878,0.435928192707244,0.0823338396593556
2.60626744654961,0.47825002308609,0.0447566858651443
2.58315892377403,0.415477751045954,0.0781734170770692
3.21874927134719,0.456197641686304,0.0525165446526138
3.75360758417286,0.429214746369282,0.0184940242308285
2.18731129991356,0.451232828108128,0.041286212231894
2.65983215069864,0.491378275092924,0.0477037024942786
2.42330860567745,0.480535774444463,0.0954906771260546
3.34418345907237,0.413000199731207,0.0593630075462256
2.00000853759237,0.402353861592477,0.00229576742513571
2.36657155641355,0.469319900895469,0.016953887206912
3.45167715128046,0.400678842941765,0.055050410952
2.08586957293563,0.409839986413252,0.00763703821837902
2.33481113288552,0.407079459039727,0.0717044661521213
2.66229767915327,0.405157749528298,0.0532268891790276
3.79174655218609,0.43951451576734,0.0408035550604481
2.06312408980913,0.441786951836897,0.0800333081746195
2.23150803803466,0.475750167435035,0.0622369136801129
3.08021343683824,0.444894749301719,0.00910186903838999
3.87481621214654,0.404073613504646,0.0838230024074251
2.3956108210003,0.468121269644005,0.0700333505894244
2.31802788328845,0.497734507187735,0.0617548139444413
3.65313090578653,0.453944238569587,0.0376130367575353
3.25127593874931,0.454865876505617,0.0586651455256809
3.84213190043345,0.485007673958316,0.0575535745581286
2.89610113188624,0.41113939563022,0.0863988804381574
3.18953818452079,0.489961901453557,0.0991134849215765
2.49437070847023,0.483504338460974,0.0742495093079237
3.55817609247752,0.416032798903063,0.0567951348770084
2.50985888055991,0.488287121796981,0.0491035882813763
2.25456802820321,0.437170540545136,0.0469019401305076
3.0698748281505,0.499211693334393,0.0785854731535306
2.98871423969045,0.422748745115008,0.0127271412667772
2.62706083422061,0.474582746000029,0.0512700748743396
3.03189847348258,0.494175627056276,0.0880026190845575
3.92401084860321,0.467432860191446,0.0425759350431524
2.21381479747128,0.423624741590116,0.0923932202742528
3.68318304677028,0.466371486279182,0.0503260127800098
2.28778887874912,0.473227370342705,0.0844688724989118
3.26648663138039,0.464591390136164,0.039823328962801
2.465517498767,0.471414293936454,0.0366656467191828
2.92825990232639,0.495862891563214,0.072619596754564
2.85451995939016,0.432094028538326,0.0240555832722737
3.48503842579201,0.496282281328924,0.0602290387452906
3.88180045635439,0.479501091747079,0.0108435910255322
2.11273275969084,0.484160263194237,0.0160175939587085
3.1740831684554,0.492784723945661,0.0230016732335463
3.22761402316391,0.445807035516016,0.0337454250696069
2.45468826959841,0.414970274271444,0.0316123814726993
3.05638614732772,0.452692690574564,0.0272096046741726
2.26390189981088,0.430389432660537,0.0773385093898885
3.94403521646746,0.410311827752274,0.0312614018030325
3.67528631229885,0.440399061005097,0.0541647869246546
2.5724164726818,0.477022801218322,0.0934479015790811
3.51618713209871,0.403466322710738,0.0147018100771122
3.53270348581951,0.443074619482271,0.0384974998942809
3.36275608141441,0.470419241630705,0.0488198589032842
2.17525229689199,0.460931322888704,0.0660122181231435
3.00686947263777,0.408606874690158,0.064085327939936
2.73634394637775,0.449360007692361,0.0652189396921871
3.60749251731206,0.450968938714359,0.0896248094426561
3.97510906108189,0.459117321157828,0.025624551660521
3.77419599667657,0.436062546780799,0.0147886062362418
2.71738780933898,0.421693888599519,0.0969013631393528
3.70447589888703,0.465123767285608,0.00404818477585446
2.83209636307787,0.48225111980713,0.0949058086808259
2.68793888957705,0.406220791376429,0.0223826386711095
2.14226061037276,0.461200739267981,0.0853612235505227
3.30418710732367,0.427435541131534,0.0052948088775808
2.91710124141071,0.412423335673986,0.019808688785322
3.83874428431969,0.428748842314351,0.0193032801647298
2.76799556976184,0.442217947868165,0.0435196960953902
3.80439796569757,0.446211247317027,0.0327613768632244
2.9676152920071,0.486406218064716,0.0290402218492562
2.75663018211722,0.418885940305656,0.0973522669128655
3.42029171429574,0.431836563157383,0.00851449107652996
3.38075790407136,0.457087328442838,0.0674168663850799
3.98646226938348,0.487472508823266,0.00614799233420286
3.14441886818502,0.458145026683575,0.0356985221468937
3.73117025324609,0.490820333439624,0.0825095655750204
2.05000029299874,0.447216403602157,0.00336809845010284
3.40716590317432,0.481001807312714,0.0986277174213855
2.81228880447801,0.45500373159186,0.0686232097543916
2.52181385942735,0.426746512159472,0.0692834143433813
3.10692014093976,0.493018601988675,0.0130909016274381
2.35190812577493,0.434422318293015,0.0811569590675924
