upsilon,epsilon,delta
2.37149211931042,0.194737945405836,0.01252211108007
3.42990946426522,0.186658134811744,0.0391675953458296
3.65506434652489,0.210164167023799,0.0227178367878124
2.56334546688478,0.211169585694745,0.0239915319640189
3.22833457069006,0.196116657376825,0.0268691938383877
2.95604442714713,0.188536922798911,0.024935470243413
2.2406950534787,0.22243183784741,0.0414415956702502
3.16768833549693,0.177951993053965,0.0351103333871299
2.7922865896672,0.190223975139507,0.0244081027487619
2.68574312404729,0.204038032719004,0.0172836370712519
3.73422345624305,0.188943861753866,0.0129578382912697
2.02874452543445,0.206431223110715,0.0303040548494691
3.30696054744534,0.213835153041943,0.0297324667102285
3.47755801216699,0.178505715524382,0.0476381353634922
2.01990766831208,0.189615509298816,0.0136138889183756
2.51401002353523,0.192173803812196,0.00927009862448554
3.95651903129648,0.223796630689595,0.00772435523251072
2.15526020063553,0.217625336401002,0.0122692642312264
3.58398066381458,0.194086871171324,0.0411590669587348
3.7010735986894,0.200443476628931,0.00617792846982833
2.06235157581512,0.185261326426012,0.0202250248468015
3.60525573725347,0.205510882371292,0.0223907375513297
3.32353284774348,0.216710745347384,0.00980867050681263
3.77928147336468,0.207797179779573,0.0324746197627299
3.44017699057236,0.199894167822273,0.0137828034190927
2.3518258248549,0.201489993606298,0.00848717357727699
3.02840905030724,0.20690166747577,0.0449756559254834
3.78577844130807,0.2094733853654,0.00535609310077038
3.06589316265658,0.214967219859781,0.0403131647275761
3.51035178478807,0.211558360721404,0.042924205729845
3.11838991629425,0.205004287436442,0.00473761637909338
3.85449642348103,0.193411792703392,0.0496358891003951
2.88897780735511,0.183549319096096,0.042342630008799
3.29873774549924,0.216932445790339,0.0275368314750865
2.9083093954483,0.219457684553764,0.0216038052166486
2.66058020814788,0.184219820072129,0.0176903188298596
2.72096632040106,0.218800476794783,0.00580086277111433
3.18238059130497,0.203363132363837,0.0251731658618897
2.85462266946677,0.181203138714959,0.0343971807330987
3.40264183433726,0.225704529459076,0.033045797371068
2.55371594668832,0.223831549956533,0.0282070444616908
3.53809759158641,0.18473741783197,0.0314926350481715
3.63370983528905,0.181877592843911,0.010242244367823
3.74757887895685,0.183179892557161,0.0439254903460061
3.56962840751745,0.220061155430577,0.0292645843099803
2.86472101402469,0.202262658869335,0.0258056088108523
2.92472883741371,0.198140625847923,0.0144150051894505
3.34945595031138,0.190763556224597,0.0327578302948642
2.7185762124043,0.220361732650502,0.047095757582155
2.09498778003734,0.226632992066978,0.0232031593682244
2.44055012563244,0.226891825236101,0.0318138129299972
3.48316992050502,0.226130637005856,0.0477960718116444
3.24492864666507,0.199523938844516,0.0195974896798143
3.27499164493755,0.215413573356881,0.0162919416309148
2.19781211549416,0.2089542789503,0.0485241568192001
2.99689301928505,0.182478924350999,0.0159292747798748
2.11760313481092,0.192415384584758,0.0149107387492806
3.69085056866985,0.225045510798879,0.0488341975877108
3.88250981873833,0.181534293299727,0.0105987654770678
3.91604518390726,0.179928420534311,0.0166441634006938
3.36168783010915,0.218050663093058,0.0199563044821937
2.29333806825336,0.197251007154887,0.0466641807745676
3.96285427708644,0.212154860740947,0.0404882252694387
2.80021546446718,0.204540580686484,0.0442101320159761
3.86857052266598,0.215913774485304,0.0381293868409982
2.97015839877073,0.212531990264379,0.0385355690820701
2.43436463758815,0.223284428233234,0.035359547771886
2.77409310144372,0.179345417824644,0.0420607453082921
3.14669722424354,0.224635725491052,0.0211578739056177
2.82221883140504,0.210631471871934,0.0447529643345391
2.40560765098315,0.197761425825488,0.0432061349095311
3.93605973935686,0.194863913983759,0.0359223510660464
2.65243407135364,0.180759814394708,0.0151359339595726
2.49563425540924,0.213537538661808,0.0187021847911365
2.233200514731,0.212891073488002,0.0237733562800474
2.33695954923984,0.186825415397133,0.0284973021343863
3.99746548924129,0.2030898550838,0.0493447231854312
2.31187767910305,0.208793267885526,0.03637217173154
3.05987914046738,0.188133668302977,0.0369550044003222
2.60462534470484,0.195610031647561,0.0110213501692796
3.54782235866413,0.198451915739756,0.026374374210625
3.83145356679335,0.185766796584078,0.0342754296767106
2.63694052365609,0.218466229929659,0.0270987283838168
3.13346001783852,0.222025011702278,0.0396436044983659
2.39511899879202,0.187616457629902,0.011428488363605
3.80213227088563,0.214665086947917,0.0308745208341023
3.09390594728757,0.208206196277821,0.006805304658534
3.20826261948794,0.22117242069433,0.00644398646718357
2.26228210459929,0.202723024557414,0.0178264893867401
2.75637294115964,0.177728212681552,0.0208003561496781
2.13669429773465,0.193211042941851,0.0299192202763725
2.17153923136182,0.191480861030123,0.0461763436883083
3.39642060664948,0.221465646056179,0.00886736448473763
2.21079780951608,0.191238599728164,0.0378996915236488
3.00861703839619,0.205845672834734,0.0371780851599062
2.05486935507972,0.196404562327615,0.00414171986295376
2.46509235514794,0.179166437191027,0.0338837899094727
3.67591359482612,0.201010538736428,0.00745849375068676
2.58738000456244,0.199254977075686,0.0188812681001518
2.53426787171513,0.186156054629083,0.0456793263645191
