upsilon,epsilon,delta
3.43609339434188,0.541744556253753,0.0433103737398703
2.92530500778463,0.4566872500272,0.0680405844814517
2.51404084618669,0.472673480433808,0.0250557643927075
2.48275994046591,0.548972655041865,0.00460073328436352
2.6486402573809,0.507816673018434,0.059500186155485
3.80078259300906,0.468446078408696,0.0157011315723695
3.53349607440643,0.46502421878539,0.0513369753505755
3.85812229050789,0.489678034482081,0.020786893497454
2.60540526334196,0.567889363893284,0.0422347248340771
3.6588484523911,0.528596393809584,0.0672571473017335
3.96805769980885,0.56000449654446,0.0652712489452772
3.28716896913014,0.552665326537192,0.0469296520129591
2.09475339645986,0.476341995964246,0.0191256273230538
2.58472970274277,0.523532157512708,0.0412674354667869
2.32412655055989,0.475197494967817,0.0620219409582112
2.20728903071024,0.444738424428669,0.0500857179205585
2.0193436014466,0.567245919476659,0.0071185155918356
3.93922328696121,0.563016229325463,0.0244038703861926
3.78548620785587,0.471258242197125,0.0288124504568148
3.71572071280796,0.509516777086491,0.0281415206579864
3.8208853858849,0.449451048838859,0.0468197182870098
3.05312781528104,0.478455326762889,0.00254418284463696
3.68450640355237,0.537916732158023,0.0540650222394243
3.50486813019495,0.519908521975204,0.0103908908358216
2.37364977741148,0.57006545898309,0.012235030656727
2.68162312121596,0.516522686627461,0.00934259283436462
3.47022189583164,0.505728443111177,0.00518577589017339
3.25193626285531,0.537532395418477,0.0384444284281042
2.79629615581594,0.446606566629093,0.0181149775031768
3.77231516272761,0.558812500860775,0.0634348710465617
3.90863322400954,0.499990022847289,0.00321049425126985
2.14973032878712,0.498102564740204,0.0155321979895793
2.44200689556077,0.545986057238234,0.0673859078576509
3.16347210493404,0.523970892827166,0.00573228569764644
3.0686997525394,0.459971689067665,0.036210681935465
2.96085966978688,0.477621425873716,0.0617365306956973
2.90950016723014,0.455901566276047,0.0324850808959641
3.01947175695561,0.555860077898065,0.0308571612801589
2.83277084256988,0.505207666047406,0.0344906787806097
3.67078508965205,0.492118207307882,0.0404592564961035
2.8526339986641,0.462949109388306,0.0687769405193254
2.86288927849382,0.467371126445406,0.0450631360339746
3.99633924075868,0.544050841777725,0.0168128871804662
2.38569227776024,0.451650192420115,0.0590458625980839
3.33042364056688,0.473976114203921,0.0118477659676317
2.10241630020086,0.494209659285587,0.0263527993898932
3.10829307797831,0.511748005451122,0.020010483643394
2.66207486488856,0.562273073284537,0.0390296715966519
2.77111334010493,0.488019851868041,0.0567347933458537
2.16961191188078,0.503632234723237,0.00367735722336918
3.60109195885714,0.496138154151966,0.00835019104890525
3.15647557483986,0.533850027183536,0.0329656681043096
2.75811255916487,0.545308229437913,0.0604750936057419
3.45793243185151,0.443886758944183,0.0132223098303471
2.80232795564458,0.529991384099703,0.0394651827707514
3.02896810780745,0.483303334423387,0.0373705644352082
2.40468678264413,0.52551411111101,0.0300018770697992
3.35678958008531,0.514253557911655,0.0558601495723706
2.07054128914606,0.450686443114397,0.0267732606510818
3.30269170644227,0.56563405136154,0.0350645882903505
3.4930035554152,0.55802473500499,0.052997933871951
2.95669933206867,0.547798352656048,0.0545583784122672
2.02434999374673,0.501273919253284,0.0659963772311527
2.7215158634726,0.539992367751291,0.0234435901696608
2.30413201444317,0.5648920008566,0.0476851103661768
3.75606944457628,0.508080552133196,0.0272496808725596
2.89829082473647,0.481821815540385,0.0608635381962825
3.21591671048198,0.51753276969979,0.0148350833662599
2.4739944238076,0.491065307790553,0.0695963425141107
3.87608359609731,0.502179081557412,0.021634910658244
3.37015151420608,0.519292959769536,0.0625459709629416
2.99577739530243,0.4663450354937,0.0186209312814288
3.58128206863999,0.487021355874441,0.0319106364654936
3.22660272710025,0.480679106417368,0.0114177519291081
2.24807137645781,0.512354403418768,0.0516630836093426
3.55367056593299,0.550653238940076,0.0293155285748653
3.26189729135018,0.530422480942216,0.0173191528746393
3.56563902205322,0.554444136623596,0.0370436059025582
2.5520329920575,0.454162177110184,0.00984906269649044
2.34996108003426,0.551371677523525,0.041516366821928
2.28629480856936,0.535796008324763,0.0251337776927277
3.89890880662017,0.515327643199963,0.0442268076389283
3.62868134269956,0.527156451775366,0.0356847286196053
2.57569592006039,0.532074776098668,0.0532784374989197
2.71176251633558,0.482856731513189,0.0338339230817463
2.22312988650054,0.492540949161118,0.0436072680938523
3.39506517648697,0.485193954031053,0.0576187827207055
3.1349952409789,0.542111362390383,0.0504668641714752
2.13060385237448,0.497576756722876,0.0647026399120316
2.52677093700971,0.52141113628319,0.0217871730409376
2.27713588618673,0.572464328536973,0.0456715117179323
2.42508114001714,0.457339517720882,0.0482691234468389
2.18791391197592,0.534052396286046,0.0583618075734749
2.05876916821115,0.459418166001281,0.00778989101713523
3.94557395356242,0.469833213787177,0.00629038089566864
3.18696090033744,0.45217728001948,0.0645286840826832
2.62673518052325,0.446927592861745,0.055659841969898
3.09947975336574,0.57129047561225,0.0140741489812173
3.40499069391284,0.556989186348696,0.0227464784587268
3.73052607321646,0.462337828042288,0.0492157483609673
