param,accuracy,ari,f1,v_measure
0,0.2853682703952439,0.09714320828354993,0.189766278874573,0.2920331300626151
1,0.4515884374961772,0.3351083874764986,0.27071090391979,0.5515525456431367
2,0.2521071109643168,0.0650133842567781,0.108644563500938,0.2141299006246828
3,0.5642898210331878,0.5127020241059124,0.4373965301383701,0.7127218929874181
4,0.2277514771184264,0.06586458738105068,0.182923584738316,0.2354198912673185
5,0.3379573562332563,0.1580961731133302,0.31652615534612394,0.4864382954365898
6,0.6275214992599116,0.6990260986777199,0.531511341221096,0.7972588610598954
7,0.3961735598859897,0.2336063206607957,0.341430337333622,0.5422289049177338
8,0.4621576326960011,0.343833636032401,0.379173717273115,0.621440283807614
9,0.21966555347596853,0.05442354607193501,0.15376195777153,0.2359407937605187
10,0.20635619655767184,0.03172636508063373,0.0275780877409569,0.05905306953167065
11,0.6464579739929294,0.72740927573063,0.528401952344027,0.8115349932458219
12,0.26741042484739497,0.06843903605213046,0.156698557302234,0.2319641870264964
13,0.4188777569819076,0.3040287536547247,0.238639980502669,0.5089243160607199
14,0.465399341871873,0.409659944964268,0.321293126906544,0.6340969635977579
15,0.22574528728883014,0.03877272445297336,0.128754932984504,0.14090806024164165
16,0.1829424933025065,0.011888463866673004,0.0200181598906102,0.033881264273654656
17,0.2809277404675401,0.08680838048980542,0.211413122404452,0.2915429087242432
18,0.2730987069861891,0.06950559713985151,0.181912636252592,0.2479012607734348
19,0.19611728870784248,0.02282843264734816,0.0257738055787931,0.05442045963408402
20,0.38664415819540776,0.3207380234509403,0.349969216857123,0.6725690763600429
21,0.18658788701726056,0.01609772974593203,0.0685657681547269,0.0505062202351049
22,0.1910773484042228,0.01878088638438862,0.0398741494095288,0.058831871950283623
23,0.2627864019474721,0.06832973017107805,0.111462922800279,0.2235411133903356
24,0.19862502599483767,0.024189423025587787,0.0474007430596293,0.06475290146875512
25,0.22272376967962126,0.03456201225051661,0.0988774227716107,0.11746179353099775
26,0.6973222258920817,0.6822547760016366,0.400985415265109,0.7729166974564738
27,0.1933526612597404,0.019328348917661213,0.0247289221144109,0.051648891432066114
28,0.6504581207873071,0.5685076051751164,0.40927647401388506,0.7308456441570156
29,0.3819956695658556,0.2408251913887525,0.137930450093179,0.4679208322751202
30,0.1999461753948157,0.02552938587170005,0.0265979447252307,0.0594167065855646
31,0.2746767465472739,0.06709189643238156,0.157550763202365,0.24869938007045625
32,0.5881683731513083,0.5864041710025673,0.460038015033013,0.7307654873554528
33,0.2687682728418168,0.07256923474810811,0.135804115400454,0.24051534983014514
34,0.2665418914455576,0.07047929383798178,0.13853723304299698,0.23776256169187726
35,0.26044992476788137,0.09048923397242103,0.191083751795686,0.3098270882915676
36,0.1867224485302213,0.014613214987544376,0.0219062314439868,0.044886863101289635
37,0.4913452481436628,0.34869320583061475,0.267699810025541,0.5759979560733939
38,0.37101055696233504,0.3528739676765411,0.3539194135357279,0.6727926410512883
39,0.295362520948781,0.139282795473964,0.108660315438862,0.321147248453566
40,0.5665895996183347,0.4332002946037703,0.478287424641185,0.7045800539081722
41,0.2557892032735146,0.07041628776331052,0.164047116382466,0.22320719939002154
42,0.21932303326115946,0.045974458123349486,0.045268320893190994,0.08349635038268771
43,0.26900069727329445,0.06948537913205964,0.182109224699745,0.2430340357552607
44,0.17900351083220178,0.009529992277110386,0.0443227429269531,0.03410046891883292
45,0.4367744382056834,0.25610933414992915,0.33848238048211404,0.5681981100410541
46,0.20613600499100884,0.0339848853842452,0.0903316741862641,0.10684304721985564
47,0.2675449863603557,0.07671637473093086,0.21158858784996104,0.2624717946376007
48,0.6610028502575018,0.7306350585544013,0.5357192277786179,0.8056317225870679
49,0.7703279631056797,0.7981281605581014,0.6105785857956461,0.8400470996032755
50,0.7147662911177168,0.7561227087067286,0.5789704940231128,0.8186752408164993
51,0.2663583984733385,0.06415764458551643,0.0891245798761752,0.2204388201020644
52,0.2445105019144433,0.06814913334643401,0.116077776804347,0.21676961213162288
53,0.18710166733947425,0.012590332301623715,0.0223354163131665,0.038365525007744525
54,0.5810610786940194,0.6403535400526752,0.489703689209242,0.7895134683049029
55,0.20994042594835285,0.04844271634500233,0.0866577501287803,0.11277688307547022
56,0.5610236461276866,0.5113998894956568,0.38094782000218,0.6796303177490033
57,0.2713004758584413,0.06533486287798568,0.145682842988105,0.22912275175797736
58,0.20751831871505988,0.040526630200012265,0.0322551339387954,0.06902746503757103
59,0.2091697554650324,0.03753137283027222,0.0418939040712704,0.06719422474344403
60,0.18666128420614825,0.01297365200806665,0.0759209335752718,0.04837452706294263
61,0.5169730999302726,0.5894377947948699,0.445716953690168,0.7528698891546388
62,0.2660648097177878,0.06707170900717116,0.111199671026388,0.22369509399032245
63,0.7471589171468066,0.8211310913407378,0.532435153847476,0.8221379375846233
64,0.18017786585440448,0.010362008414949051,0.0800859130385496,0.04276976779448763
65,0.701053249660538,0.6933510509625274,0.423705634502164,0.7747310607371859
66,0.7391219249636072,0.8205090069924582,0.596124422060104,0.8413002559318588
67,0.47995645100126,0.4547681572003642,0.4267248884324121,0.7178401318566969
68,0.1861842024783784,0.01434131387571849,0.101550792094921,0.06712607503275879
69,0.6514734485669199,0.7191016587622258,0.523020187774755,0.8095247233021035
70,0.5663082437275986,0.6167452006181986,0.464452657039906,0.7656996715302354
71,0.25257195982727193,0.06629086098984345,0.0811589968357608,0.21080818792252845
72,0.4212142341614983,0.22316462515132776,0.25814516581439106,0.4824306306837814
73,0.3351070987314519,0.16086000611145207,0.3180583055264929,0.4529891408695959
74,0.7343021762266505,0.8240586721764162,0.5301088483070129,0.8369242611190215
75,0.36154231959582617,0.3350946194841625,0.374749004375609,0.6914723537924756
76,0.2647314274529952,0.06442409741433952,0.108527453317196,0.219109564383531
77,0.6140041836397666,0.7291090551364381,0.505383672230424,0.7958005352618388
