FlowSOM_cluster,FlowSOM_metacluster
141,14
130,14
141,14
142,14
142,14
142,14
142,14
142,14
142,14
141,14
142,14
142,14
142,14
142,14
142,14
130,14
141,14
130,14
142,14
141,14
142,14
130,14
130,14
142,14
142,14
142,14
142,14
130,14
142,14
142,14
141,14
142,14
142,14
130,14
141,14
130,14
142,14
142,14
141,14
130,14
142,14
142,14
142,14
130,14
142,14
142,14
130,14
142,14
142,14
130,14
130,14
130,14
142,14
142,14
130,14
142,14
142,14
142,14
142,14
130,14
142,14
142,14
142,14
142,14
142,14
142,14
142,14
130,14
130,14
142,14
142,14
142,14
130,14
142,14
142,14
142,14
130,14
142,14
142,14
130,14
142,14
142,14
142,14
142,14
142,14
142,14
141,14
142,14
142,14
142,14
142,14
142,14
142,14
142,14
142,14
142,14
142,14
130,14
142,14
141,14
141,14
142,14
130,14
142,14
130,14
142,14
142,14
130,14
142,14
142,14
142,14
141,14
130,14
130,14
130,14
142,14
142,14
142,14
142,14
142,14
130,14
142,14
142,14
130,14
142,14
130,14
141,14
142,14
142,14
142,14
142,14
142,14
130,14
130,14
142,14
142,14
142,14
130,14
130,14
142,14
142,14
142,14
142,14
142,14
142,14
141,14
142,14
142,14
142,14
142,14
142,14
142,14
142,14
130,14
142,14
142,14
142,14
130,14
130,14
141,14
142,14
142,14
130,14
130,14
142,14
142,14
142,14
142,14
130,14
142,14
142,14
142,14
142,14
142,14
142,14
142,14
130,14
130,14
141,14
142,14
142,14
142,14
142,14
142,14
141,14
141,14
142,14
142,14
130,14
142,14
130,14
142,14
142,14
130,14
141,14
142,14
130,14
141,14
142,14
141,14
142,14
142,14
130,14
142,14
142,14
130,14
130,14
130,14
142,14
142,14
141,14
142,14
130,14
142,14
142,14
141,14
142,14
142,14
142,14
142,14
142,14
142,14
142,14
130,14
142,14
90,9
142,14
142,14
142,14
142,14
142,14
142,14
130,14
130,14
141,14
142,14
130,14
142,14
79,7
142,14
141,14
142,14
130,14
142,14
142,14
142,14
142,14
142,14
141,14
142,14
142,14
141,14
142,14
142,14
130,14
142,14
142,14
141,14
130,14
142,14
142,14
141,14
141,14
130,14
142,14
142,14
141,14
142,14
142,14
130,14
141,14
130,14
142,14
141,14
141,14
142,14
142,14
130,14
142,14
141,14
142,14
142,14
142,14
142,14
141,14
142,14
79,7
141,14
142,14
142,14
142,14
142,14
130,14
142,14
130,14
142,14
141,14
141,14
142,14
142,14
142,14
142,14
130,14
142,14
79,7
130,14
142,14
130,14
142,14
142,14
142,14
142,14
130,14
142,14
142,14
142,14
142,14
130,14
130,14
142,14
142,14
142,14
142,14
142,14
141,14
142,14
142,14
130,14
130,14
53,5
142,14
130,14
130,14
141,14
142,14
142,14
141,14
142,14
142,14
142,14
142,14
142,14
130,14
141,14
142,14
142,14
142,14
130,14
142,14
141,14
142,14
142,14
130,14
142,14
141,14
130,14
142,14
142,14
142,14
142,14
142,14
141,14
142,14
130,14
142,14
142,14
130,14
142,14
142,14
142,14
142,14
142,14
142,14
142,14
142,14
79,7
141,14
130,14
142,14
130,14
130,14
