FlowSOM_cluster,FlowSOM_metacluster
226,21
177,11
201,17
175,11
175,11
175,11
175,11
176,11
175,11
226,21
200,11
175,11
150,11
176,11
175,11
177,11
226,21
177,11
176,11
201,17
153,8
177,11
151,11
176,11
175,11
175,11
200,11
177,11
175,11
149,10
225,21
176,11
175,11
177,11
201,17
177,11
200,11
175,11
201,17
150,11
150,11
176,11
176,11
177,11
200,11
176,11
177,11
150,11
177,11
178,11
150,11
177,11
175,11
200,11
177,11
150,11
175,11
175,11
202,17
151,11
175,11
200,11
175,11
175,11
176,11
175,11
150,11
151,11
151,11
200,11
175,11
175,11
176,11
175,11
200,11
175,11
177,11
150,11
175,11
150,11
175,11
175,11
150,11
175,11
175,11
176,11
201,17
176,11
176,11
175,11
175,11
175,11
175,11
176,11
175,11
150,11
176,11
151,11
175,11
201,17
253,17
175,11
177,11
175,11
177,11
175,11
200,11
178,11
175,11
150,11
175,11
226,21
150,11
177,11
177,11
175,11
200,11
175,11
175,11
149,10
177,11
150,11
175,11
178,11
150,11
151,11
227,17
202,17
200,11
175,11
175,11
176,11
178,11
177,11
200,11
178,11
175,11
177,11
151,11
150,11
175,11
176,11
149,10
175,11
150,11
201,17
175,11
175,11
200,11
176,11
175,11
175,11
175,11
150,11
150,11
176,11
175,11
177,11
177,11
227,17
175,11
176,11
177,11
176,11
175,11
150,11
149,10
175,11
178,11
175,11
175,11
175,11
175,11
176,11
175,11
175,11
151,11
178,11
201,17
200,11
175,11
175,11
175,11
176,11
225,21
200,11
175,11
175,11
177,11
175,11
177,11
175,11
176,11
177,11
201,17
175,11
177,11
226,21
200,11
227,17
175,11
149,10
177,11
176,11
175,11
177,11
177,11
177,11
175,11
176,11
201,17
175,11
178,11
176,11
175,11
201,17
176,11
175,11
150,11
175,11
175,11
175,11
150,11
177,11
176,11
200,11
175,11
175,11
176,11
175,11
175,11
176,11
177,11
177,11
201,17
176,11
177,11
176,11
225,21
200,11
226,21
176,11
178,11
175,11
176,11
176,11
175,11
200,11
201,17
200,11
175,11
201,17
200,11
200,11
200,11
175,11
176,11
226,21
177,11
176,11
175,11
226,21
225,21
178,11
200,11
225,21
228,17
150,11
175,11
150,11
226,21
150,11
176,11
201,17
200,11
175,11
200,11
151,11
150,11
227,17
175,11
175,11
176,11
175,11
227,17
200,11
226,21
226,21
175,11
200,11
175,11
175,11
178,11
175,11
151,11
176,11
201,17
201,17
201,17
149,10
202,17
175,11
150,11
149,10
225,21
178,11
176,11
177,11
200,11
200,11
150,11
175,11
177,11
175,11
200,11
175,11
201,17
177,11
177,11
176,11
175,11
175,11
150,11
200,11
226,21
200,11
202,17
150,11
177,11
177,11
175,11
177,11
202,17
201,17
175,11
175,11
202,17
175,11
176,11
175,11
176,11
175,11
177,11
201,17
175,11
175,11
175,11
177,11
200,11
202,17
200,11
200,11
177,11
175,11
201,17
177,11
175,11
176,11
176,11
175,11
200,11
226,21
175,11
177,11
176,11
176,11
150,11
176,11
175,11
176,11
175,11
175,11
175,11
175,11
150,11
226,21
226,21
177,11
200,11
177,11
200,11
177,11
149,10
176,11
175,11
175,11
175,11
175,11
176,11
150,11
175,11
200,11
201,17
175,11
226,21
177,11
175,11
151,11
175,11
177,11
175,11
177,11
176,11
151,11
175,11
226,21
226,21
178,11
175,11
200,11
175,11
150,11
177,11
202,17
201,17
176,11
177,11
226,21
150,11
200,11
176,11
175,11
175,11
175,11
226,21
176,11
175,11
227,17
203,17
201,17
150,11
200,11
176,11
150,11
151,11
200,11
201,17
175,11
176,11
177,11
150,11
175,11
150,11
150,11
175,11
253,17
175,11
150,11
226,21
200,11
175,11
177,11
226,21
200,11
175,11
175,11
150,11
175,11
200,11
151,11
175,11
177,11
176,11
150,11
177,11
176,11
226,21
177,11
175,11
201,17
176,11
151,11
175,11
175,11
200,11
202,17
201,17
202,17
176,11
175,11
178,11
175,11
200,11
200,11
177,11
225,21
175,11
175,11
175,11
201,17
178,11
150,11
175,11
175,11
177,11
175,11
200,11
200,11
151,11
200,11
226,21
202,17
177,11
177,11
151,11
200,11
226,21
202,17
226,21
226,21
176,11
176,11
200,11
150,11
176,11
201,17
150,11
150,11
175,11
225,21
175,11
175,11
226,21
200,11
226,21
176,11
177,11
201,17
178,11
226,21
200,11
150,11
226,21
177,11
150,11
201,17
200,11
177,11
150,11
177,11
175,11
175,11
177,11
200,11
175,11
150,11
201,17
175,11
201,17
176,11
175,11
175,11
150,11
225,21
177,11
176,11
200,11
177,11
175,11
175,11
176,11
227,17
200,11
175,11
177,11
177,11
201,17
177,11
202,17
202,17
175,11
176,11
176,11
177,11
201,17
175,11
177,11
176,11
150,11
175,11
175,11
176,11
225,21
200,11
175,11
175,11
175,11
150,11
226,21
200,11
201,17
202,17
177,11
150,11
177,11
176,11
175,11
201,17
175,11
177,11
175,11
150,11
177,11
176,11
175,11
175,11
177,11
175,11
176,11
200,11
177,11
175,11
175,11
177,11
150,11
200,11
175,11
176,11
202,17
176,11
225,21
225,21
175,11
200,11
178,11
177,11
175,11
175,11
177,11
177,11
175,11
151,11
176,11
175,11
225,21
200,11
175,11
201,17
175,11
226,21
175,11
201,17
150,11
225,21
202,17
226,21
177,11
150,11
176,11
200,11
150,11
176,11
175,11
201,17
178,11
177,11
175,11
175,11
175,11
226,21
150,11
200,11
177,11
200,11
228,17
176,11
175,11
200,11
175,11
177,11
176,11
200,11
226,21
150,11
151,11
150,11
176,11
201,17
175,11
175,11
226,21
175,11
177,11
175,11
175,11
150,11
177,11
175,11
202,17
175,11
176,11
226,21
226,21
175,11
200,11
225,21
175,11
175,11
200,11
178,11
176,11
202,17
228,17
177,11
226,21
200,11
175,11
175,11
225,21
200,11
150,11
150,11
202,17
200,11
201,17
200,11
175,11
226,21
175,11
226,21
150,11
175,11
175,11
176,11
150,11
176,11
176,11
175,11
150,11
177,11
176,11
176,11
175,11
175,11
200,11
175,11
175,11
201,17
201,17
202,17
200,11
176,11
176,11
175,11
200,11
150,11
175,11
200,11
176,11
177,11
176,11
177,11
201,17
202,17
200,11
150,11
226,21
175,11
150,11
175,11
227,17
226,21
176,11
175,11
226,21
175,11
201,17
225,21
150,11
176,11
176,11
226,21
175,11
150,11
177,11
176,11
175,11
150,11
176,11
176,11
149,10
200,11
177,11
175,11
200,11
149,10
175,11
200,11
200,11
175,11
177,11
150,11
175,11
175,11
177,11
177,11
225,21
175,11
175,11
200,11
200,11
177,11
151,11
226,21
226,21
176,11
175,11
226,21
174,3
175,11
151,11
200,11
176,11
150,11
200,11
225,21
175,11
175,11
150,11
175,11
200,11
176,11
201,17
225,21
176,11
200,11
200,11
202,17
177,11
226,21
175,11
175,11
175,11
200,11
201,17
177,11
150,11
178,11
175,11
177,11
151,11
175,11
200,11
175,11
176,11
175,11
175,11
200,11
225,21
227,17
177,11
225,21
175,11
200,11
176,11
150,11
200,11
175,11
225,21
178,11
175,11
175,11
225,21
175,11
150,11
176,11
175,11
175,11
150,11
175,11
226,21
202,17
178,11
177,11
201,17
200,11
226,21
200,11
176,11
176,11
200,11
151,11
226,21
178,11
176,11
177,11
150,11
177,11
226,21
175,11
226,21
226,21
200,11
200,11
200,11
200,11
176,11
176,11
150,11
176,11
226,21
200,11
200,11
177,11
201,17
200,11
177,11
150,11
226,21
226,21
226,21
176,11
175,11
175,11
200,11
226,21
175,11
200,11
176,11
176,11
178,11
176,11
150,11
150,11
200,11
226,21
175,11
200,11
175,11
150,11
201,17
200,11
201,17
176,11
226,21
178,11
175,11
150,11
200,11
226,21
175,11
200,11
175,11
225,21
225,21
175,11
71,3
118,3
44,3
198,3
169,9
70,3
18,3
198,3
69,3
145,3
145,3
147,3
96,3
146,3
71,3
146,3
44,3
147,3
44,3
145,3
170,3
94,3
147,3
18,3
43,3
44,3
198,3
94,3
197,3
119,3
172,3
44,3
69,3
120,3
70,3
18,3
173,3
120,3
147,3
119,3
172,3
70,3
70,3
145,3
198,3
44,3
69,3
145,3
122,3
71,3
147,3
91,2
198,3
71,3
198,3
173,3
173,3
173,3
70,3
69,3
96,3
173,3
69,3
173,3
120,3
69,3
94,3
169,9
198,3
173,3
70,3
18,3
145,3
146,3
171,3
223,21
171,3
120,3
69,3
122,3
145,3
120,3
71,3
96,3
71,3
173,3
70,3
146,3
146,3
70,3
169,9
18,3
70,3
172,3
172,3
120,3
120,3
145,3
147,3
70,3
145,3
18,3
96,3
120,3
97,3
96,3
94,3
91,2
145,3
172,3
69,3
96,3
147,3
197,3
94,3
43,3
71,3
97,3
173,3
147,3
96,3
146,3
70,3
122,3
145,3
172,3
147,3
146,3
96,3
70,3
147,3
172,3
147,3
18,3
94,3
96,3
69,3
71,3
172,3
96,3
70,3
122,3
70,3
