param,f1,accuracy,ari,v_measure,k
0,0.6061746,0.7532826537664132,0.7476015857713824,0.8679170530389867,230
1,0.5553517,0.5774975044152653,0.5685226526794933,0.807709444797203,30
2,0.5896697,0.6744125777470629,0.6664746433227207,0.8456504827922962,96
3,0.6095029,0.7544344621055057,0.7474621461742348,0.8657735285159527,203
4,0.6475167,0.4823389388005836,0.42932590726757003,0.7810819066001617,15
5,0.6011682,0.7308703831682408,0.7197225941134824,0.8539350267791158,121
6,0.6093077,0.7610669584581126,0.7598572558570519,0.8717218892939895,227
7,0.6120157,0.7647143515319051,0.7509382290288911,0.8695017020913632,187
8,0.5874722,0.6762458726867849,0.6648448780941234,0.8454835499075458,66
9,0.5904435,0.6877255624664056,0.6748432469661659,0.8514797211625496,87
10,0.5844018,0.6746717346233587,0.6464204034659672,0.8341593035009014,48
11,0.6052691,0.7383475389695154,0.7240963235354428,0.8595009146946475,148
12,0.6119008,0.765674191814482,0.7600851624223464,0.8736398169043047,172
13,0.6094475,0.7597039852568532,0.7580467023634118,0.8721508926137587,225
15,0.5823515,0.66427666436305,0.6559567564090361,0.8399883295587269,80
16,0.6107821,0.7611821392920218,0.7474194477948576,0.866335316834704,161
17,0.596933,0.5419162251401367,0.5115134568415715,0.7991323865299218,20
18,0.6070229,0.7513053827843047,0.7352218133724451,0.8630160688911185,185
19,0.5950002,0.3754895185441143,0.3022040643162128,0.7270597111446446,8
20,0.6082687,0.7464677877601167,0.7345810307331406,0.863615895453927,152
21,0.6083303,0.7471396759579206,0.7441316450658418,0.8696858643318335,233
22,0.6061591,0.7473028488059587,0.7428144655305383,0.8655947594700419,124
23,0.5863705,0.6660139752745143,0.6640028748782998,0.8487429568786263,100
24,0.5894804,0.6873512247562006,0.6655053798754531,0.8440561768199736,59
25,0.6338571,0.667194578822084,0.6466115987945004,0.8355403791391803,40
26,0.5891874,0.6816017814635644,0.6606664153859982,0.8443861314248473,76
27,0.6089384,0.7570836212854181,0.7479688591771201,0.8659691958609907,239
28,0.6050459,0.746208630883821,0.7451001498421781,0.8680172639346843,197
29,0.5668367,0.6151040466866313,0.6030260552221208,0.8276443877357966,49
