param,f1,accuracy,ari,v_measure
0,0.0455402578980451,0.28041733855486445,0.007546023533007744,0.022791921001446603
1,0.0947504023952418,0.4512305152422637,0.3490014504916941,0.4517907238616049
2,0.0942577904999642,0.45470513706519233,0.3480505163517099,0.4563176352657982
3,0.167429449851019,0.42426860170467634,0.15792813380153256,0.33646876502189693
4,0.42658003568053,0.8182254472855717,0.7370135638516392,0.769500412695233
5,0.0971424698251992,0.2726234354603394,0.016563286186561565,0.061824232233431795
6,0.441616772367764,0.864240190432312,0.8472995398997009,0.8488832960671532
7,0.707212132866385,0.6958074176457038,0.7240583033081714,0.8059331430999872
8,0.706675149930405,0.8426725792828074,0.8319444382220916,0.8460506783306675
9,0.6464086713086851,0.5237368501881287,0.479436624413737,0.7402585410491258
10,0.0392566118747622,0.26868809030177376,0.011936732176603324,0.019281834177852036
11,0.0944314809343614,0.4547531290793212,0.3402230144636641,0.45485916487827693
12,0.0402848390354903,0.2708093373262689,0.015431813497857173,0.023030235401033834
13,0.20768346228448498,0.4286934654073562,0.17226401330204888,0.3429772368107092
14,0.214521078303713,0.635174306995316,0.4443450141714733,0.581345038183175
15,0.6236137175547779,0.8797896030100592,0.8523375908113988,0.8613401293818685
16,0.555463478596873,0.6763610535206942,0.6637322648389019,0.7633296873731517
17,0.5006830635121,0.891720417722491,0.8454846664834741,0.8532197161091354
18,0.11483460243585901,0.4495603931505797,0.1618915249663977,0.29339869322028495
19,0.6823654383462671,0.7149370344774629,0.6515977759840872,0.795878618372932
20,0.527451026146526,0.8463583659679029,0.7874402556370715,0.8185532165061741
21,0.7221614060293909,0.8480860784765415,0.8526598315047453,0.8615407196113449
22,0.112777165034402,0.4548299163019274,0.244176461000941,0.391538849105031
23,0.114310828902916,0.348940336328035,0.08772683756868808,0.1681233949313181
24,0.128992762292361,0.41553405513322583,0.15405825375932009,0.30472395169566574
25,0.109973838572622,0.4370248790601244,0.1520541338982754,0.2951823607544559
26,0.10489339973160901,0.3225831221684712,0.0675407256071779,0.17944187416180876
27,0.612338480783427,0.5149735084082009,0.49307988684070053,0.7442018701029879
28,0.5191505872668689,0.6465868079551562,0.5141531124224248,0.6801969276750311
29,0.0337724312062046,0.2590704906703524,0.003601642908492521,0.006700104712386437
30,0.5782113022526489,0.4802848805958688,0.47262287073890114,0.7360541262749294
31,0.7316674200194141,0.7249769638332182,0.7385433992727805,0.8261855214821532
32,0.0406068817293613,0.2712892574675574,0.0066951503406045354,0.01926046081310117
33,0.0938892392084549,0.45419642171542657,0.3406094614150207,0.45345601111811146
34,0.6903306075532151,0.6508676956154495,0.6060638327896309,0.7724380209499677
35,0.828160099102559,0.8545937955924134,0.8431343430521009,0.8743814655800191
36,0.154580196410345,0.45364931275435766,0.19059546338230499,0.37628711792641034
37,0.0788956027878081,0.26927359287414576,0.023324336220401563,0.09458100906328369
38,0.16783357557120598,0.45461875143976044,0.17674845852582152,0.3525515479820254
39,0.547385053286934,0.6871496582968594,0.6571118845668794,0.8029433960131607
40,0.6076495593414389,0.8790217307839976,0.8708986489260863,0.8818222555361322
41,0.797168729047274,0.816545726791062,0.8295046369252174,0.8649275967390789
42,0.20343414427728002,0.47104161867465255,0.29812513522023376,0.5203485576469062
43,0.6542849154153321,0.8652192275205406,0.8260019517024699,0.8502386731504558
44,0.680009223016662,0.6990228825923366,0.6382888395122465,0.7973351390352781
45,0.5317777862209471,0.9019715119404131,0.8866037167100917,0.8709310410506861
46,0.0479565470900648,0.2855524840666513,0.013094277502222699,0.03138054408980612
47,0.554860251073834,0.7898045765184674,0.788115180867789,0.8371679709366787
48,0.625826912673411,0.8568686170621208,0.8351016297047102,0.8629866891190943
49,0.11090357792782599,0.44504914382246796,0.1674016958829772,0.32431088957170867
50,0.602718367064271,0.567793519158412,0.5768474142917757,0.7609891274969939
51,0.0337923160613234,0.2545976349535437,0.0014570064756199606,0.00231906313999473
52,0.695974400337873,0.6813042309759656,0.6349614288227433,0.776174697378136
53,0.23850482954872002,0.6029332719035553,0.36529891049763136,0.5515176087707268
54,0.50746068162215,0.841683943791753,0.7093279860958872,0.7871392429114412
55,0.64795172400889,0.9035072563925363,0.9126376845105181,0.8994330785016478
56,0.0366906093854659,0.2643592106273516,0.008394089490445043,0.012813116618063433
57,0.447772338910904,0.8932369653689626,0.8710101559015561,0.858001490161438
58,0.0358270588623204,0.257505951009752,0.006218212644166996,0.010212035498289368
59,0.17387986333050304,0.4500115180833909,0.2118431252171186,0.42412338585291587
60,0.0992201450155372,0.39111571834446746,0.07549774303930787,0.2004114106726419
61,0.10396690758250199,0.4220417722490977,0.12357682298800964,0.25843004029281613
62,0.260647109170369,0.5822871074253244,0.36635103044875245,0.5519604529845509
63,0.24250583265074,0.6056496199032481,0.3580590236812405,0.5240376741829608
64,0.621725991465266,0.5141864393764878,0.485234393227701,0.7277062989453736
65,0.0408588404540577,0.2710588957997389,0.00937123320246601,0.017083416130477744
66,0.0909818515859254,0.2696671273900023,0.013134271237481754,0.05077167623249578
67,0.7466901450979909,0.8471934270137449,0.8396027502927051,0.8637412157473913
68,0.0503041506091071,0.2904764647162712,0.02371087648673476,0.030937104284198363
69,0.166159932345785,0.4538988712278277,0.1675116372795811,0.33236747528627986
70,0.0347957921652006,0.2545784381478922,0.001007405985000908,0.0019122266834842693
71,0.7270117088023549,0.6846540735621592,0.6926529697016353,0.7980820978957386
72,0.45092352422019305,0.7940278737618061,0.7702301859680523,0.8014229245958912
73,0.45901625129874396,0.5669872533210474,0.4962013925587458,0.6926983069489737
74,0.0940835621267514,0.45439798817476773,0.33958855015245154,0.4542609998978962
75,0.0363474139200266,0.25897450664209476,0.004815343193496056,0.008278698325947752
76,0.0388644003348365,0.26759387237963606,0.011085354036806789,0.017987252793221737
77,0.6280581568769351,0.7196978422790448,0.6579213614797107,0.813348571211187
78,0.0407053722922856,0.2713948398986409,0.007694317617578311,0.01904892326270222
79,0.7215968201364741,0.8812485602395761,0.8736747442641947,0.8789928569226583
80,0.0441678201823179,0.27484066651309225,0.017561310400797742,0.02295203198140893
81,0.6876831891189841,0.6294248637026799,0.5653634833968486,0.77182492333094
82,0.0491627061625883,0.2887583506104584,0.02426701168999005,0.03567430218427625
83,0.0446740792971816,0.27899677493665054,0.015563807724082026,0.024230200419434102
84,0.11023839993467902,0.436122629194502,0.1402544957104186,0.269446886593081
85,0.3768383169409029,0.4490996698149428,0.19658756297310523,0.4089371715872969
86,0.1667956948831,0.4695730630423098,0.20668752584763098,0.39367874369970496
87,0.0992017030802319,0.26981110343238884,0.014060105337357328,0.053393184062494194
88,0.695801524030654,0.8412040236504645,0.8231602806293439,0.852831190758932
89,0.0415747767436078,0.2732569300468402,0.016317006815871532,0.02723440166913333
90,0.446338806014305,0.8429317361591031,0.7957017055836277,0.8182925317923503
91,0.0378453618742965,0.26012631498118716,0.0031680309593049823,0.009341471614373046
92,0.09603814900688902,0.27200913767949014,0.01601974911480761,0.05866393310261247
93,0.30617082151981295,0.7048683099132305,0.638658234388293,0.7526062330396683
94,0.0437863545889582,0.2773362512477924,0.0070054051135234295,0.0263857371378352
95,0.235718173757606,0.4488885049527759,0.16370179525090528,0.35491093840256144
96,0.7257287302953871,0.8507640328649313,0.8028169333349785,0.830166169746054
97,0.652280271553234,0.6117350072947861,0.5830560953084649,0.7746238987616983
98,0.0369644615055439,0.25684366121477387,0.0036516495682379115,0.008129158612609301
99,0.625091154217308,0.6420083698072641,0.6408114077447413,0.7820112609931931
