FrontPosition,Param,Algorithm,accuracy,ari,f1,v_measure,accuracy_negate,ari_negate,f1_negate,v_measure_negate,NormalisedFrontPosition
0,21,flowsom,0.9292213775627736,0.9368822048661912,0.7621811,0.9150109233432174,-0.9292213775627736,-0.9368822048661912,-0.7621811,-0.9150109233432174,0.0
0,8,flowsom,0.8852318974122706,0.8865678163417222,0.7819036,0.896494024387598,-0.8852318974122706,-0.8865678163417222,-0.7819036,-0.896494024387598,0.0
0,35,chronoclust,0.8545937955924134,0.8431343430521009,0.828160099102559,0.8743814655800191,-0.8545937955924134,-0.8431343430521009,-0.828160099102559,-0.8743814655800191,0.0
1,26,flowsom,0.9159755816632112,0.9159041295177874,0.7144938,0.908486882746802,-0.9159755816632112,-0.9159041295177874,-0.7144938,-0.908486882746802,0.023809523809523808
1,76,flowsom,0.913355217691776,0.9201944197734964,0.7011948,0.9082986330221876,-0.913355217691776,-0.9201944197734964,-0.7011948,-0.9082986330221876,0.023809523809523808
1,40,flowsom,0.9057916762650696,0.911139866622707,0.7187488,0.9050313589631288,-0.9057916762650696,-0.911139866622707,-0.7187488,-0.9050313589631288,0.023809523809523808
1,4,flowsom,0.9057820778622436,0.91109290349432,0.7189978,0.9047525253478104,-0.9057820778622436,-0.91109290349432,-0.7189978,-0.9047525253478104,0.023809523809523808
1,20,flowsom,0.9055901098057284,0.9111108034896316,0.7260295,0.9048646862825672,-0.9055901098057284,-0.9111108034896316,-0.7260295,-0.9048646862825672,0.023809523809523808
1,59,flowsom,0.8970187360823159,0.900384334936556,0.7552341,0.8998514051132447,-0.8970187360823159,-0.900384334936556,-0.7552341,-0.8998514051132447,0.023809523809523808
1,23,flowsom,0.8828706903171313,0.8846881811684653,0.773102,0.8912807744762584,-0.8828706903171313,-0.8846881811684653,-0.773102,-0.8912807744762584,0.023809523809523808
1,75,flowsom,0.880960608154803,0.8810455743717602,0.7794081,0.8853635239123537,-0.880960608154803,-0.8810455743717602,-0.7794081,-0.8853635239123537,0.023809523809523808
1,72,flowsom,0.8749520079858711,0.878114018319997,0.7753257,0.8915210464991759,-0.8749520079858711,-0.878114018319997,-0.7753257,-0.8915210464991759,0.023809523809523808
1,49,flowsom,0.8748464255547876,0.8676307000019404,0.7804594,0.8894419217474294,-0.8748464255547876,-0.8676307000019404,-0.7804594,-0.8894419217474294,0.023809523809523808
1,41,chronoclust,0.816545726791062,0.8295046369252174,0.797168729047274,0.8649275967390789,-0.816545726791062,-0.8295046369252174,-0.797168729047274,-0.8649275967390789,0.023809523809523808
2,38,flowsom,0.9143726483913076,0.9084141924390546,0.7061112,0.9065089192768666,-0.9143726483913076,-0.9084141924390546,-0.7061112,-0.9065089192768666,0.047619047619047616
2,53,flowsom,0.9071066574522,0.908993560349102,0.7063941,0.903694574012601,-0.9071066574522,-0.908993560349102,-0.7063941,-0.903694574012601,0.047619047619047616
2,55,chronoclust,0.9035072563925364,0.912637684510518,0.64795172400889,0.8994330785016478,-0.9035072563925364,-0.912637684510518,-0.64795172400889,-0.8994330785016478,0.047619047619047616
2,99,flowsom,0.9008964908239268,0.9162477647129632,0.6839038,0.9004882291272744,-0.9008964908239268,-0.9162477647129632,-0.6839038,-0.9004882291272744,0.047619047619047616
2,5,flowsom,0.8863261153344083,0.8887258300475718,0.7390424,0.8897713994200945,-0.8863261153344083,-0.8887258300475718,-0.7390424,-0.8897713994200945,0.047619047619047616
2,51,flowsom,0.8834369960838516,0.87510867936111,0.7537756,0.8899737417990295,-0.8834369960838516,-0.87510867936111,-0.7537756,-0.8899737417990295,0.047619047619047616
2,35,flowsom,0.8820932196882438,0.877747383741241,0.7669159,0.8884645728502425,-0.8820932196882438,-0.877747383741241,-0.7669159,-0.8884645728502425,0.047619047619047616
2,70,flowsom,0.877418797512094,0.8933475230139576,0.7500008,0.8921627495974256,-0.877418797512094,-0.8933475230139576,-0.7500008,-0.8921627495974256,0.047619047619047616
2,81,flowsom,0.8619365737541274,0.8604019025284182,0.7747828,0.876408941486327,-0.8619365737541274,-0.8604019025284182,-0.7747828,-0.876408941486327,0.047619047619047616
2,33,flowsom,0.8506392536281963,0.8445751293761646,0.7699672,0.8809961885075401,-0.8506392536281963,-0.8445751293761646,-0.7699672,-0.8809961885075401,0.047619047619047616
3,45,chronoclust,0.9019715119404133,0.8866037167100917,0.5317777862209471,0.8709310410506861,-0.9019715119404133,-0.8866037167100917,-0.5317777862209471,-0.8709310410506861,0.07142857142857142
3,91,flowsom,0.8830722567764724,0.8886150238369472,0.6919628,0.8909841703420689,-0.8830722567764724,-0.8886150238369472,-0.6919628,-0.8909841703420689,0.07142857142857142
3,79,chronoclust,0.8812485602395761,0.8736747442641947,0.7215968201364741,0.8789928569226583,-0.8812485602395761,-0.8736747442641947,-0.7215968201364741,-0.8789928569226583,0.07142857142857142
3,17,flowsom,0.8797224141902787,0.8846297842000672,0.6959464,0.8936899324956609,-0.8797224141902787,-0.8846297842000672,-0.6959464,-0.8936899324956609,0.07142857142857142
3,43,flowsom,0.8792904860631191,0.8779445041189164,0.7362885,0.8894303205131364,-0.8792904860631191,-0.8779445041189164,-0.7362885,-0.8894303205131364,0.07142857142857142
3,89,flowsom,0.8758062658373647,0.8715638806549829,0.766612,0.8844526878954412,-0.8758062658373647,-0.8715638806549829,-0.766612,-0.8844526878954412,0.07142857142857142
