FrontPosition,Param,Algorithm,accuracy,ari,f1,v_measure,accuracy_negate,ari_negate,f1_negate,v_measure_negate,NormalisedFrontPosition
0,57,flowsom,0.9292213775627736,0.9368822048661912,0.7621811,0.9078027373753148,-0.9292213775627736,-0.9368822048661912,-0.7621811,-0.9078027373753148,0.0
0,75,flowsom,0.8852318974122706,0.8865678163417222,0.7819036,0.8815156113161517,-0.8852318974122706,-0.8865678163417222,-0.7819036,-0.8815156113161517,0.0
0,35,chronoclust,0.8545937955924134,0.8431343430521009,0.828160099102559,0.8743814655800191,-0.8545937955924134,-0.8431343430521009,-0.828160099102559,-0.8743814655800191,0.0
1,51,flowsom,0.9159755816632112,0.9159041295177874,0.7144938,0.9007958518389968,-0.9159755816632112,-0.9159041295177874,-0.7144938,-0.9007958518389968,0.03225806451612903
1,29,flowsom,0.913355217691776,0.9201944197734964,0.7011948,0.9001000606990257,-0.913355217691776,-0.9201944197734964,-0.7011948,-0.9001000606990257,0.03225806451612903
1,90,flowsom,0.9057916762650696,0.9111398666227071,0.7187488000000001,0.8946844514409382,-0.9057916762650696,-0.9111398666227071,-0.7187488000000001,-0.8946844514409382,0.03225806451612903
1,18,flowsom,0.9057820778622436,0.9110929034943199,0.7189978,0.8942181358066363,-0.9057820778622436,-0.9110929034943199,-0.7189978,-0.8942181358066363,0.03225806451612903
1,60,flowsom,0.9055901098057284,0.9111108034896316,0.7260295,0.8941790355693847,-0.9055901098057284,-0.9111108034896316,-0.7260295,-0.8941790355693847,0.03225806451612903
1,8,flowsom,0.8970187360823159,0.9003843349365559,0.7552340999999999,0.8880039482555097,-0.8970187360823159,-0.9003843349365559,-0.7552340999999999,-0.8880039482555097,0.03225806451612903
1,55,flowsom,0.8828706903171313,0.8846881811684653,0.7731020000000001,0.8750674234304378,-0.8828706903171313,-0.8846881811684653,-0.7731020000000001,-0.8750674234304378,0.03225806451612903
1,69,flowsom,0.8828706903171313,0.8846881811684653,0.7731020000000001,0.8750674234304378,-0.8828706903171313,-0.8846881811684653,-0.7731020000000001,-0.8750674234304378,0.03225806451612903
1,22,flowsom,0.8809606081548029,0.8810455743717602,0.7794081,0.8699260913771379,-0.8809606081548029,-0.8810455743717602,-0.7794081,-0.8699260913771379,0.03225806451612903
1,1,flowsom,0.8749520079858711,0.878114018319997,0.7753257,0.8755229174873989,-0.8749520079858711,-0.878114018319997,-0.7753257,-0.8755229174873989,0.03225806451612903
1,20,flowsom,0.8748464255547876,0.8676307000019404,0.7804594,0.8723985589894202,-0.8748464255547876,-0.8676307000019404,-0.7804594,-0.8723985589894202,0.03225806451612903
1,41,chronoclust,0.8165457267910621,0.8295046369252174,0.797168729047274,0.8649275967390789,-0.8165457267910621,-0.8295046369252174,-0.797168729047274,-0.8649275967390789,0.03225806451612903
2,34,flowsom,0.9143726483913076,0.9084141924390546,0.7061111999999999,0.8987163372469812,-0.9143726483913076,-0.9084141924390546,-0.7061111999999999,-0.8987163372469812,0.06451612903225806
2,63,flowsom,0.9071066574521999,0.908993560349102,0.7063941,0.8935530364029529,-0.9071066574521999,-0.908993560349102,-0.7063941,-0.8935530364029529,0.06451612903225806
2,55,chronoclust,0.9035072563925364,0.912637684510518,0.64795172400889,0.8994330785016478,-0.9035072563925364,-0.912637684510518,-0.64795172400889,-0.8994330785016478,0.06451612903225806
2,2,flowsom,0.9008964908239268,0.9162477647129632,0.6839038000000001,0.8927247847360233,-0.9008964908239268,-0.9162477647129632,-0.6839038000000001,-0.8927247847360233,0.06451612903225806
2,19,flowsom,0.8863261153344083,0.8887258300475718,0.7390424,0.8759545619924627,-0.8863261153344083,-0.8887258300475718,-0.7390424,-0.8759545619924627,0.06451612903225806
2,23,flowsom,0.8863261153344083,0.8887258300475718,0.7390424,0.8759545619924627,-0.8863261153344083,-0.8887258300475718,-0.7390424,-0.8759545619924627,0.06451612903225806
2,80,flowsom,0.8834369960838516,0.87510867936111,0.7537756,0.8749029282721223,-0.8834369960838516,-0.87510867936111,-0.7537756,-0.8749029282721223,0.06451612903225806
2,58,flowsom,0.8820932196882438,0.877747383741241,0.7669159000000001,0.8736507366018369,-0.8820932196882438,-0.877747383741241,-0.7669159000000001,-0.8736507366018369,0.06451612903225806
2,79,chronoclust,0.8812485602395761,0.8736747442641947,0.7215968201364741,0.8789928569226583,-0.8812485602395761,-0.8736747442641947,-0.7215968201364741,-0.8789928569226583,0.06451612903225806
2,13,flowsom,0.8774187975120941,0.8933475230139576,0.7500008,0.8787660347306524,-0.8774187975120941,-0.8933475230139576,-0.7500008,-0.8787660347306524,0.06451612903225806
2,94,flowsom,0.8619365737541274,0.8604019025284182,0.7747828,0.8584613839001618,-0.8619365737541274,-0.8604019025284182,-0.7747828,-0.8584613839001618,0.06451612903225806
2,49,flowsom,0.8506392536281963,0.8445751293761646,0.7699672,0.8610778487828064,-0.8506392536281963,-0.8445751293761646,-0.7699672,-0.8610778487828064,0.06451612903225806
3,45,chronoclust,0.9019715119404133,0.8866037167100917,0.5317777862209471,0.8709310410506861,-0.9019715119404133,-0.8866037167100917,-0.5317777862209471,-0.8709310410506861,0.0967741935483871
3,66,flowsom,0.8830722567764724,0.8886150238369472,0.6919628000000001,0.8783502244308741,-0.8830722567764724,-0.8886150238369472,-0.6919628000000001,-0.8783502244308741,0.0967741935483871
3,37,flowsom,0.8797224141902787,0.8846297842000672,0.6959464,0.8812298046544365,-0.8797224141902787,-0.8846297842000672,-0.6959464,-0.8812298046544365,0.0967741935483871
3,99,flowsom,0.8792904860631191,0.8779445041189164,0.7362885,0.8744271745178847,-0.8792904860631191,-0.8779445041189164,-0.7362885,-0.8744271745178847,0.0967741935483871
3,40,chronoclust,0.8790217307839976,0.8708986489260863,0.6076495593414389,0.8818222555361322,-0.8790217307839976,-0.8708986489260863,-0.6076495593414389,-0.8818222555361322,0.0967741935483871
3,28,flowsom,0.8758062658373647,0.8715638806549829,0.766612,0.868039931329402,-0.8758062658373647,-0.8715638806549829,-0.766612,-0.868039931329402,0.0967741935483871
3,81,flowsom,0.8732434922828841,0.8880348130028716,0.701577,0.8748238904390384,-0.8732434922828841,-0.8880348130028716,-0.701577,-0.8748238904390384,0.0967741935483871
3,40,flowsom,0.8693465407356216,0.8671324404510061,0.7073168000000001,0.8768740686005762,-0.8693465407356216,-0.8671324404510061,-0.7073168000000001,-0.8768740686005762,0.0967741935483871
3,77,flowsom,0.8540466866313445,0.8491081043914461,0.7732378000000001,0.8520105924602999,-0.8540466866313445,-0.8491081043914461,-0.7732378000000001,-0.8520105924602999,0.0967741935483871
4,57,chronoclust,0.8932369653689626,0.8710101559015561,0.447772338910904,0.858001490161438,-0.8932369653689626,-0.8710101559015561,-0.447772338910904,-0.858001490161438,0.12903225806451613
4,17,chronoclust,0.891720417722491,0.8454846664834741,0.5006830635121,0.8532197161091354,-0.891720417722491,-0.8454846664834741,-0.5006830635121,-0.8532197161091354,0.12903225806451613
4,84,flowsom,0.8818820548260771,0.8869814903870158,0.6901015,0.8723991051277532,-0.8818820548260771,-0.8869814903870158,-0.6901015,-0.8723991051277532,0.12903225806451613
4,93,flowsom,0.8775915687629579,0.8835030135693629,0.6892467,0.87709963477241,-0.8775915687629579,-0.8835030135693629,-0.6892467,-0.87709963477241,0.12903225806451613
4,50,flowsom,0.8753551409045535,0.8688799517637523,0.7663736,0.8673463356692563,-0.8753551409045535,-0.8688799517637523,-0.7663736,-0.8673463356692563,0.12903225806451613
4,46,flowsom,0.8656991476618291,0.8666880764061766,0.7658523,0.8677067952833498,-0.8656991476618291,-0.8666880764061766,-0.7658523,-0.8677067952833498,0.12903225806451613
5,15,chronoclust,0.8797896030100592,0.8523375908113988,0.6236137175547779,0.8613401293818685,-0.8797896030100592,-0.8523375908113988,-0.6236137175547779,-0.8613401293818685,0.16129032258064516
5,43,chronoclust,0.8652192275205406,0.8260019517024699,0.6542849154153321,0.8502386731504558,-0.8652192275205406,-0.8260019517024699,-0.6542849154153321,-0.8502386731504558,0.16129032258064516
5,11,flowsom,0.8636450894571144,0.8663144954581864,0.7388847,0.8588556498803726,-0.8636450894571144,-0.8663144954581864,-0.7388847,-0.8588556498803726,0.16129032258064516
5,48,chronoclust,0.8568686170621208,0.8351016297047102,0.625826912673411,0.8629866891190943,-0.8568686170621208,-0.8351016297047102,-0.625826912673411,-0.8629866891190943,0.16129032258064516
5,3,flowsom,0.8497274053597481,0.8673929890183282,0.6924296,0.8622259922259854,-0.8497274053597481,-0.8673929890183282,-0.6924296,-0.8622259922259854,0.16129032258064516
5,7,flowsom,0.8481724641019734,0.8606275888979193,0.7506033000000001,0.8596706474824857,-0.8481724641019734,-0.8606275888979193,-0.7506033000000001,-0.8596706474824857,0.16129032258064516
5,21,chronoclust,0.8480860784765415,0.8526598315047453,0.7221614060293909,0.8615407196113449,-0.8480860784765415,-0.8526598315047453,-0.7221614060293909,-0.8615407196113449,0.16129032258064516
5,67,chronoclust,0.8471934270137449,0.8396027502927051,0.7466901450979909,0.8637412157473913,-0.8471934270137449,-0.8396027502927051,-0.7466901450979909,-0.8637412157473913,0.16129032258064516
5,5,flowsom,0.8390635798203179,0.8434777443670884,0.7517408,0.8527185509710136,-0.8390635798203179,-0.8434777443670884,-0.7517408,-0.8527185509710136,0.16129032258064516
6,6,chronoclust,0.864240190432312,0.8472995398997009,0.441616772367764,0.8488832960671532,-0.864240190432312,-0.8472995398997009,-0.441616772367764,-0.8488832960671532,0.1935483870967742
6,33,flowsom,0.8512535514090456,0.8400636751302593,0.6835685,0.8526856549384125,-0.8512535514090456,-0.8400636751302593,-0.6835685,-0.8526856549384125,0.1935483870967742
6,96,chronoclust,0.8507640328649313,0.8028169333349785,0.7257287302953871,0.8301661697460541,-0.8507640328649313,-0.8028169333349785,-0.7257287302953871,-0.8301661697460541,0.1935483870967742
6,42,flowsom,0.8446210550564386,0.8436325110409483,0.7430725,0.8535980703874563,-0.8446210550564386,-0.8436325110409483,-0.7430725,-0.8535980703874563,0.1935483870967742
7,20,chronoclust,0.8463583659679029,0.7874402556370715,0.527451026146526,0.8185532165061741,-0.8463583659679029,-0.7874402556370715,-0.527451026146526,-0.8185532165061741,0.22580645161290322
7,90,chronoclust,0.8429317361591031,0.7957017055836277,0.446338806014305,0.8182925317923503,-0.8429317361591031,-0.7957017055836277,-0.446338806014305,-0.8182925317923503,0.22580645161290322
7,8,chronoclust,0.8426725792828074,0.8319444382220916,0.706675149930405,0.8460506783306675,-0.8426725792828074,-0.8319444382220916,-0.706675149930405,-0.8460506783306675,0.22580645161290322
7,88,chronoclust,0.8412040236504645,0.8231602806293439,0.695801524030654,0.852831190758932,-0.8412040236504645,-0.8231602806293439,-0.695801524030654,-0.852831190758932,0.22580645161290322
7,26,flowsom,0.8372398832834217,0.8226145839663143,0.7350124,0.8415739118286063,-0.8372398832834217,-0.8226145839663143,-0.7350124,-0.8415739118286063,0.22580645161290322
8,54,chronoclust,0.8416839437917529,0.7093279860958872,0.50746068162215,0.7871392429114412,-0.8416839437917529,-0.7093279860958872,-0.50746068162215,-0.7871392429114412,0.25806451612903225
8,4,chronoclust,0.8182254472855717,0.7370135638516392,0.42658003568053,0.769500412695233,-0.8182254472855717,-0.7370135638516392,-0.42658003568053,-0.769500412695233,0.25806451612903225
8,72,chronoclust,0.7940278737618061,0.7702301859680523,0.45092352422019305,0.8014229245958912,-0.7940278737618061,-0.7702301859680523,-0.45092352422019305,-0.8014229245958912,0.25806451612903225
8,47,chronoclust,0.7898045765184674,0.7881151808677891,0.554860251073834,0.8371679709366787,-0.7898045765184674,-0.7881151808677891,-0.554860251073834,-0.8371679709366787,0.25806451612903225
8,48,flowsom,0.7754261690854641,0.7885840591392934,0.7196140999999999,0.8204548210105628,-0.7754261690854641,-0.7885840591392934,-0.7196140999999999,-0.8204548210105628,0.25806451612903225
8,32,flowsom,0.7433099132304385,0.6923271443960215,0.4740147,0.8393317052418139,-0.7433099132304385,-0.6923271443960215,-0.4740147,-0.8393317052418139,0.25806451612903225
8,36,flowsom,0.7433099132304385,0.6923268753109201,0.4740893,0.8389163856661123,-0.7433099132304385,-0.6923268753109201,-0.4740893,-0.8389163856661123,0.25806451612903225
8,47,flowsom,0.7433099132304385,0.6923268753109201,0.4740893,0.8389163856661123,-0.7433099132304385,-0.6923268753109201,-0.4740893,-0.8389163856661123,0.25806451612903225
8,38,flowsom,0.7381363741073486,0.6945463236583821,0.4261764,0.8467024861891546,-0.7381363741073486,-0.6945463236583821,-0.4261764,-0.8467024861891546,0.25806451612903225
8,98,flowsom,0.7371381402134685,0.6793056233300583,0.5569018,0.839922066074998,-0.7371381402134685,-0.6793056233300583,-0.5569018,-0.839922066074998,0.25806451612903225
8,74,flowsom,0.7366294248637026,0.6850115911824866,0.49214490000000005,0.8381274695678823,-0.7366294248637026,-0.6850115911824866,-0.49214490000000005,-0.8381274695678823,0.25806451612903225
8,72,flowsom,0.7365526376410966,0.6882271856369507,0.49655459999999996,0.8406721665707763,-0.7365526376410966,-0.6882271856369507,-0.49655459999999996,-0.8406721665707763,0.25806451612903225
8,15,flowsom,0.7361495047224141,0.6898342077035488,0.47828000000000004,0.8479236425467502,-0.7361495047224141,-0.6898342077035488,-0.47828000000000004,-0.8479236425467502,0.25806451612903225
8,25,flowsom,0.7361495047224141,0.6898342077035488,0.47828000000000004,0.8479236425467502,-0.7361495047224141,-0.6898342077035488,-0.47828000000000004,-0.8479236425467502,0.25806451612903225
8,41,flowsom,0.7330108269983875,0.6791319071005133,0.5771273,0.83249171434129,-0.7330108269983875,-0.6791319071005133,-0.5771273,-0.83249171434129,0.25806451612903225
