param,accuracy,ari,f1,v_measure
0,0.42606209918567695,0.16524544150386056,0.0716066886325561,0.29768510736942305
1,0.7412032422470051,0.7619688983554638,0.583147336739299,0.8072136233809678
2,0.4339608447896489,0.18485001160085365,0.0850257280301649,0.31472110847582274
3,0.5922366614635247,0.5154143728825419,0.37270063656943,0.6518892453144561
4,0.2775468752938521,0.04332119269356344,0.0329047733066263,0.07798969281221857
5,0.4363680815451451,0.19484606977958488,0.0744641272201437,0.31177041326340954
6,0.4388129313749459,0.17266860444777424,0.147701652120669,0.33621218363357985
7,0.26088428337690184,0.012661743067440952,0.0265366386577355,0.0241100954155659
8,0.2724314971884227,0.026798759852032443,0.0317963561369707,0.04921575538346101
9,0.4324375152803113,0.1830841831198432,0.07051582713410401,0.3061736302749404
10,0.6658642544148345,0.5967939418163627,0.571769925499724,0.7517522432140186
11,0.6289094089105373,0.5658995049987349,0.440169459694269,0.7096421233834427
12,0.4358979181163372,0.200704177305324,0.0766276901833829,0.3193783334053735
13,0.3465104470313881,0.097154011411133,0.199088607188349,0.2931225536690781
14,0.4318168995542851,0.19488256090304887,0.0695772603351396,0.3155548831688097
15,0.6593571925601339,0.5960133733525028,0.46417455467777,0.7388343156762412
16,0.2796532074549113,0.05649148120811912,0.0320718926017448,0.08193987435967709
17,0.6275929513098754,0.5347874628180105,0.4634505654110271,0.6998374885453194
18,0.610272130592594,0.5375041645529329,0.40434238547492696,0.6928854625496705
19,0.6068493408308728,0.5485907843498014,0.53935437958145,0.7041509432033914
20,0.4326820002632915,0.17332448639635584,0.275699105836415,0.4238378774647445
21,0.5471197788351231,0.3882540952433228,0.3060671268919149,0.5836406137539486
22,0.6390273258984823,0.5644014994129354,0.4960904536134289,0.7175242394362215
23,0.27434976397795874,0.02329188873161768,0.0766474274779258,0.07673570879866395
24,0.4947247663287759,0.2818843618066356,0.158580100512222,0.4547042193678507
25,0.5375096383502905,0.4293573018812912,0.221282597231626,0.5676723948653409
26,0.7374419348165422,0.6377990331509532,0.538324536538589,0.7613472419814926
27,0.5951516747221334,0.4106920580635272,0.369691759689652,0.5979314714269842
28,0.6294924115622591,0.5708890891503203,0.516577663882591,0.7286977419962293
29,0.6168168055215993,0.576924327320537,0.476534087160672,0.7214107375967048
30,0.6593571925601339,0.4485987325682362,0.42122459202671103,0.6474490634762653
31,0.4393395144152107,0.18207967216382004,0.113936188177068,0.3319945110870667
32,0.4243318977676641,0.17712428528092086,0.0671231694008024,0.2996395405441355
33,0.7030071652906551,0.5198042713357238,0.5255242952769671,0.6987890220441634
34,0.4273033306377297,0.17628588830002015,0.0686453906910891,0.300194794514573
35,0.6487691121433811,0.5435324124115989,0.436931350737628,0.7210423909435405
36,0.6065860493107404,0.4966106514331415,0.33881613653421505,0.6571042616103523
37,0.6106670678727926,0.5400861024835365,0.393483872760502,0.6940098418697933
38,0.2669776014142516,0.018484795810362813,0.0283919662164069,0.03627624507775383
39,0.5089989280273823,0.3743538491667939,0.30201313120925605,0.5695085279666441
40,0.4281872378838885,0.17367163561692373,0.0876054100743295,0.3059937158082737
41,0.4381547025746149,0.1788052872699306,0.123113458559344,0.33368047261384715
42,0.6629868542305305,0.5778974896215363,0.523572350167834,0.7289521565033511
43,0.4447557971150772,0.1872682808194512,0.171821382573378,0.35728823443976765
44,0.5428130818272432,0.3585566477332491,0.231097949981992,0.5123740978854877
45,0.8370601621123502,0.8619752871175946,0.491243333506906,0.8072396935288788
46,0.44402234216613695,0.19487667441234655,0.108515790476346,0.3438757007267919
47,0.2733718240460384,0.03012415946228905,0.0820510574941244,0.07373217846549063
48,0.4255167096082598,0.1640977336310689,0.0681741093990637,0.29440255702565044
49,0.28459932672596994,0.04352339179734768,0.0832899166167832,0.1007228412877645
50,0.27570383465292536,0.035162564604167015,0.0325852565924205,0.05560224055218221
51,0.2627273240178286,0.017601105235749454,0.0261315328802092,0.03185023629421755
52,0.42515938540236586,0.1676377561856767,0.0885121359351314,0.2998058466569505
53,0.7553081451112407,0.7344647297492924,0.5964791436134179,0.7808872212885395
54,0.4378349914430256,0.18257114557700188,0.126529375791077,0.33391773190810475
55,0.5079081488725481,0.26586768510472136,0.11182671140445402,0.4128371150596082
56,0.4621894570552724,0.2283254584196545,0.20849112128685696,0.4255114705265737
57,0.4735862185695748,0.2264783274913424,0.156383208457773,0.3896412795126025
58,0.2814774415586858,0.04291616461280156,0.0355818398376375,0.0745751885384126
59,0.2756286085043161,0.03714154485460936,0.0325681229352336,0.06317930086143259
60,0.6257311041317962,0.533207139381737,0.489868654049424,0.6961160306267261
61,0.26731611908299324,0.01862745252063649,0.0286425458276487,0.035921353744913516
62,0.8770804731724747,0.8611177266236354,0.550186271946507,0.8270992432333669
63,0.28296315799371863,0.03829544123282058,0.132855495065106,0.14389684941135464
64,0.6462302296278186,0.548826856342052,0.43333647446242696,0.7020913840160652
65,0.8389972354390386,0.8802221560832028,0.559976689421293,0.8234140973597555
66,0.7995223139563312,0.7366149627644376,0.5834626023348061,0.7815038737898576
67,0.5657382506159141,0.3501679035046953,0.289860155463312,0.5288328616370759
68,0.4299738589133583,0.18840281735818326,0.0691654072707245,0.3099917527182905
69,0.6372030917947078,0.5380786379340808,0.462798189946867,0.6950584783723976
70,0.5872905421924661,0.5349004600833617,0.227966730262031,0.6332293938191479
71,0.4394899667124293,0.1875965664839765,0.10848709561696697,0.3357701179322292
72,0.6281571474244447,0.5816849079536214,0.508342907094502,0.7266841704285446
73,0.4246139958249488,0.16921438697489874,0.0692906816784123,0.29799467782223305
74,0.4829330675342749,0.3638081292015568,0.331219376207062,0.5444883480833485
75,0.27245030372557505,0.024858014972004943,0.0321473716612253,0.048477132127056
76,0.5471573919094277,0.3908932156284256,0.289590450571494,0.5855368446551322
77,0.2698361950614033,0.025401437793065,0.029913450244261,0.05027711956920953
78,0.4368946645854099,0.18106700318832555,0.107384728472129,0.3290362548561079
79,0.6272356271039814,0.5577435074384013,0.427870604430369,0.7165044122523949
80,0.621104695992327,0.53351085946485,0.4959597638422261,0.6944272514010491
81,0.4235044101329622,0.16803881345833796,0.0672028615553125,0.29309042014278025
82,0.26507814116186784,0.026917450646627882,0.0256826169305188,0.04095036103602978
83,0.4346190735899799,0.1897997627273958,0.257483790659082,0.4416221408146023
84,0.4320801910744175,0.18881199966697407,0.0697865421095316,0.307923905422726
85,0.604404491001072,0.5060181681160332,0.3884155911746151,0.6703199653331421
86,0.6793861546273484,0.6071340322770786,0.544584212257577,0.7525854405416185
87,0.6074699565568992,0.4537036293878323,0.332267433786654,0.6193182558482693
88,0.7969834314407688,0.7275746162378988,0.5830054769444301,0.7806148377787039
89,0.4408064243130913,0.1887029967481063,0.10818988380422,0.33792162001274995
90,0.4296165347074643,0.17662501155686686,0.0691008289046817,0.30377459596983314
91,0.4268519737460741,0.17920448559103616,0.0808350393314411,0.3059737877692592
92,0.8323209147499671,0.7826458916902983,0.566779388911195,0.7919730458650106
93,0.2659056287965697,0.022653564751511545,0.0266093537269699,0.038185243015572405
94,0.6275365316984184,0.5431804590270303,0.469655789680255,0.7110115687549888
95,0.26714686024862244,0.029488203724803524,0.0271367808634789,0.04771875475495513
96,0.8475918229176461,0.7788758659576136,0.595435669920958,0.7957728123010019
