param,accuracy,ari,f1,v_measure
0,0.2618481062859409,0.03825213629094055,0.0966349625033434,0.1560478097214592
1,0.7376017232195278,0.6429350072419864,0.585453059872401,0.7586984400987391
2,0.5373902089092627,0.3691194692615526,0.174641903441794,0.5371311571270679
3,0.22657498454468045,0.008528652945004806,0.0278354585859882,0.02038010534691394
4,0.8319044452998332,0.8379324841758516,0.601356636970983,0.8105935062546566
5,0.2368318733402542,0.026303230474229757,0.0291108805929136,0.049154084523680065
6,0.3969139906607101,0.17002687056432894,0.205605070508574,0.4226686386613824
7,0.2523494029775305,0.03273848618216767,0.064273061252681,0.10459791839106328
8,0.6390414980189975,0.5574644258029761,0.495423361452873,0.7244746712783386
9,0.3116608927925721,0.08681562803398413,0.202304219300754,0.2887563485027749
10,0.25418071253883273,0.042055633564833925,0.11363514005412198,0.15890079533882484
11,0.3562519197645348,0.10498562428825944,0.159841585233592,0.3120889826530185
12,0.5067634033585673,0.3947442818993392,0.28352267722171504,0.5713775164029795
13,0.7090103540920631,0.6526000501335535,0.565613790589023,0.7676303368377855
14,0.7359278829517133,0.745037478296821,0.633791150914234,0.7931761317388843
15,0.7402592605553028,0.7877257826831799,0.580988454648472,0.7960632765701203
16,0.41832009424828825,0.1740662853375366,0.0639458520607272,0.31040792273123285
17,0.24778084940103345,0.02111263714102625,0.0672285737132429,0.08682106940695211
18,0.23171703739992924,0.018621264982382226,0.0255287903519976,0.03894994003510472
19,0.24886174973657915,0.024858304290693287,0.0656913462658526,0.09350659857014663
20,0.25248354348679786,0.04462845119193287,0.0727694929561817,0.14726017882269896
21,0.24208668198590166,0.034566872850836414,0.0315711654176145,0.061960104229233474
22,0.28513412106861385,0.05630688972389045,0.230656122859971,0.2303254282735001
23,0.23127767863044485,0.01377342518801178,0.0250773945181962,0.03131579855402497
24,0.225239411648062,0.0061040360797324465,0.0414893908556331,0.018701270884221598
25,0.42103400947926267,0.1816183103474195,0.0640970988955301,0.3164422702391397
26,0.23894701644290475,0.021790264147252388,0.0306984469771173,0.046655722793491713
27,0.2866757648925126,0.05942673910572815,0.223511459146801,0.2386369850922269
28,0.2376347723305067,0.032555599701178765,0.0329106705694902,0.054500890967917014
29,0.2685745724028259,0.041459135782933434,0.144681365333484,0.17301796738219194
30,0.2398898881384797,0.025086066916358236,0.0308957637912539,0.05254262748084092
31,0.4577554599075402,0.23012834533583384,0.15104959709448598,0.3960819163679337
32,0.7068990991201161,0.631393372265704,0.588431568121177,0.7473424693349184
33,0.234259874879954,0.0159706589410031,0.0276091483751162,0.036285518403090085
34,0.2668443542398121,0.05987853345466757,0.12619489846128698,0.19207597739094026
35,0.6698082762750153,0.6288519087813593,0.435374253452666,0.7255043497572948
36,0.2756218093027415,0.06432815484667875,0.15625884826621805,0.20250729423233213
37,0.3457150855583161,0.08773215021678721,0.16486071865738094,0.2681350164135519
38,0.2524193893301917,0.0281853952341354,0.136804384635132,0.11157343510665907
39,0.2749938761941421,0.04044855093439488,0.0845434677807262,0.1453601797358206
40,0.8158425773640807,0.8125329160052506,0.6568009702622479,0.825554509860568
41,0.610916704575941,0.5129687192731104,0.3874877563319861,0.6724671581858619
42,0.22453371592539456,0.006229048005385836,0.0231194404325364,0.015963978949574333
43,0.7549622268102164,0.7828068941776353,0.6437163801800451,0.7994909497000261
44,0.2362214368198201,0.027894110385175044,0.0319997953210206,0.05247612208738872
45,0.4059305657618987,0.1742043265860887,0.340746125544613,0.446860737355045
46,0.2551313604958144,0.029125327344108214,0.0782535785590829,0.10309874041084777
47,0.7228346028080079,0.6813898472192441,0.51737074959081,0.7829180516456193
48,0.7494682981263098,0.6727580143548064,0.538052969603226,0.7696083376598273
49,0.2416570435431757,0.02406185532863821,0.0324924202060528,0.05220916931260392
50,0.2346000863165016,0.020628335611338956,0.0277387371176237,0.03986656417833853
51,0.2980466031346109,0.05817346104775945,0.125203142117182,0.21236632994241453
52,0.6364986605389726,0.6037565660313593,0.504203314523996,0.7293719844871774
53,0.24215278020785946,0.042843871197361764,0.0310427090173089,0.06945625496170975
54,0.6445956927288068,0.5575244853931571,0.453213465254131,0.7270702969694545
55,0.5102121752924846,0.3980370661831621,0.24606917142906,0.585444061479739
56,0.3617555687751999,0.11422200556258008,0.3629382326601061,0.3782911785791739
57,0.2831025727760864,0.0727926541958584,0.25217691813305704,0.26523208658766445
58,0.5875004374147041,0.5127525971115404,0.40120955945541903,0.6673023533481559
59,0.3025976601229427,0.06080561487734324,0.15632638465314402,0.22455300240392884
60,0.6160956946728722,0.50807594051766,0.312763780097065,0.6741588940622554
61,0.7311882516242666,0.6796158133069106,0.5583400216996539,0.7807098044498278
62,0.7337038721893675,0.7421411685040259,0.632033057010577,0.7880345519027696
63,0.24977934858258194,0.02414594622881796,0.0898225275508357,0.09713076183511388
64,0.7133728367412799,0.6639228817499699,0.6340009061169051,0.7633281103881842
65,0.2273487225546574,0.011181749526550622,0.0357182734450206,0.02884985677870848
66,0.6115679664687608,0.5488583725007166,0.4987102773980279,0.7144092404977102
67,0.23127767863044485,0.01349659577454549,0.0271134881261486,0.03238980840523747
68,0.7176517245803735,0.6469133722063791,0.623683682307307,0.7587818988956015
