param,seed,f1,accuracy,ari,v_measure
66,32,0.4589661,0.7668660623631448,0.762053654953872,0.8101867251504921
72,32,0.3974151,0.677345957649822,0.6575884351682864,0.7910075870184708
99,32,0.327411,0.6743122071757985,0.6537396087842615,0.7916188374875199
2,32,0.4072654,0.6720613600499101,0.6559874306902967,0.7928950709294572
3,32,0.5772384,0.8055586137717592,0.826633480709734,0.8273026294308808
98,32,0.4076103,0.6902638628940512,0.6614948240158853,0.7987084203434764
73,32,0.4470332,0.7212130108750168,0.6983433561937746,0.8079282530617643
67,32,0.4203639,0.7229745434083208,0.7008477633540059,0.8095287042660442
59,32,0.5421163,0.7917966408553219,0.8061562038207988,0.8189442308187561
71,32,0.4416744,0.7144360037677223,0.6992809749245468,0.8032788982578913
65,32,0.5273285,0.7547677590614946,0.7471206394775812,0.7991495877851637
1,32,0.5417056,0.784970702288769,0.8140318402388776,0.8156656381565006
64,32,0.4951292,0.7954787331645198,0.792372032256083,0.8328541239630117
70,32,0.5288155,0.8122744565549807,0.813972913489725,0.8238314492984704
58,32,0.3995154,0.675645589440591,0.6607425763789282,0.7962468428855081
74,32,0.5680555,0.7808726925758743,0.8036127017141329,0.8194122655361192
60,32,0.5445385,0.7822305405702962,0.7946381772216168,0.8108069515870983
48,32,0.5344973,0.7761385738926199,0.7746977256282734,0.8024795632127149
4,32,0.5359893,0.7833437312684257,0.804114626547587,0.8130641477113474
5,32,0.5419294,0.8348930235971962,0.8060484961716441,0.8279333319065587
49,32,0.5556882,0.7906345186979339,0.7864498214243103,0.8143026390238965
61,32,0.5348465,0.7847015792628476,0.8042169797975361,0.814052819351451
75,32,0.5543054,0.7125521425862723,0.7224218467581266,0.7928248670527376
63,32,0.518728,0.7576914137521866,0.7759254968360468,0.8011614941634017
77,32,0.5463396,0.765789570259459,0.7854759984886187,0.8099774489561965
88,32,0.5659164,0.8531322250357811,0.8481492196120642,0.8339221596854128
7,32,0.4123418,0.6834134585978691,0.6603074309546895,0.7946931335465836
6,32,0.4763498,0.5641307937905978,0.5608868961939439,0.7425463470352804
89,32,0.5259863,0.7479051219004978,0.7405765403366713,0.795401566533815
76,32,0.5128535,0.8562026741042484,0.8416851028913771,0.8437414148527569
62,32,0.519983,0.7613001088724969,0.7826411987146284,0.8020656416524217
39,32,0.5518021,0.7154635644121496,0.7352332068140327,0.7889779847878119
11,32,0.5275606,0.7896436566479503,0.7853142626564233,0.8162667042964746
10,32,0.327411,0.6743122071757985,0.6537396087842615,0.7916188374875199
38,32,0.5365733,0.8310396711805937,0.8367309955559935,0.8371207432446668
12,32,0.4951292,0.7954787331645198,0.792372032256083,0.8328541239630117
13,32,0.520875,0.8104272939679743,0.8030123224508345,0.8134279679929973
17,32,0.4529754,0.7194759440713421,0.6938348753748599,0.8089073802396521
16,32,0.5432909,0.811320293099441,0.8030761617755976,0.8134709275044862
14,32,0.5660786,0.8526796090376405,0.8486731408966353,0.833836702425626
28,32,0.5312074,0.8726314115502709,0.8686412112773987,0.8514113954366785
29,32,0.5536404,0.753434376796702,0.7652919399079768,0.8022418951127784
15,32,0.5772309,0.8692551408614383,0.8436138308305091,0.8459406615802544
18,32,0.5738629,0.834207983167578,0.7997315088255184,0.8236315000529665
24,32,0.3272976,0.6691377053592181,0.6522981982297757,0.7840278746335738
30,32,0.5312748,0.8477008330580938,0.8367693188408555,0.8378570010954783
31,32,0.5364015,0.7912706276682936,0.8010361263658237,0.8180137165741557
25,32,0.33902,0.6752419049017089,0.6604017763601049,0.7907862335876567
19,32,0.3921039,0.6905574516496018,0.6660652461184555,0.801886822962795
33,32,0.5694374,0.823332966347389,0.8411514995207182,0.8384140760500133
27,32,0.5705257,0.7899984097275741,0.8232778836212045,0.818106821039832
26,32,0.3991299,0.6659571605074193,0.6546530069716061,0.7897644906365263
32,32,0.4057788,0.6861903189107857,0.6657128046072771,0.7964520395901055
36,32,0.5722413,0.7846037163443307,0.8104867833448962,0.8164852230060561
22,32,0.3176444,0.6722448530221292,0.6537794342680794,0.7879603427069314
23,32,0.5655142,0.788334740112787,0.8145964096872574,0.824808714888471
37,32,0.5342853,0.7821571433814085,0.799707582892895,0.8185350360012312
21,32,0.4994817,0.7945368025737948,0.7854332440582673,0.836071549232035
35,32,0.5254669,0.7478928890356833,0.7405530128672598,0.7952255925376157
34,32,0.3653757,0.6822635693052956,0.6620582348841563,0.7931368807063202
20,32,0.3828566,0.6818843504960427,0.6611500674602059,0.7926256293358025
100,32,0.3194693,0.6755721922517034,0.6596636647747806,0.7915461253048482
47,32,0.3518737,0.6753764664146696,0.655154810546416,0.7945173119606804
53,32,0.5633819,0.8065861744161865,0.8335954991885607,0.8294746618252749
84,32,0.5721999,0.833767600034252,0.848254359694718,0.8433035097370993
90,32,0.5527697,0.7906834501571923,0.7864449751355443,0.8145417096203517
91,32,0.5344973,0.7761385738926199,0.7746977256282734,0.8024795632127149
85,32,0.3770025,0.6786181755905415,0.6625023228995577,0.791890044133727
52,32,0.529099,0.8012526453570161,0.8059266515252429,0.8211319252761716
46,32,0.5532216,0.787294946603545,0.8056806738643076,0.8252525548981489
78,32,0.3818693,0.6821167749275203,0.661264212439552,0.7930797322547306
50,32,0.5474933,0.8268070999547384,0.8220583303898606,0.8298279608971971
44,32,0.5598635,0.8710533719891862,0.8587996476969633,0.8458868731571545
93,32,0.3817621,0.6766242186257599,0.6641650982813724,0.781674820586847
87,32,0.3701965,0.6790952573183113,0.6601630450414138,0.7932385447940593
8,32,0.5238362,0.7783037909648061,0.7759733053821934,0.8285626790145403
9,32,0.4898015,0.7597465350410413,0.7672490626954163,0.8247694598140248
86,32,0.5382937,0.8029407807014325,0.7855782040458711,0.8198485293675547
92,32,0.381235,0.6761716026276193,0.662077888686768,0.7955341481579462
45,32,0.5445988,0.7801387206869976,0.7842125725796674,0.8047472300513541
51,32,0.5291259,0.7743648084945013,0.7888680792949002,0.8053160081708141
79,32,0.5436505,0.7909892717775576,0.7861725856637855,0.8149637984426907
55,32,0.4841326,0.737715145509927,0.754413455880452,0.8147376644845942
41,32,0.5731231,0.8565818929135014,0.850502815718362,0.8362219652853425
69,32,0.4771029,0.7456909733690533,0.7557280820154327,0.8053586644978203
96,32,0.4779638,0.7378007755636292,0.7539612548774923,0.8151571550530995
82,32,0.5445385,0.7822305405702962,0.7946381772216168,0.8108069515870983
83,32,0.5536404,0.753434376796702,0.7652919399079768,0.8022418951127784
97,32,0.5361343,0.7718937698019499,0.7984958674575536,0.8068017504674324
68,32,0.5306597,0.7618628206539689,0.7812268850102759,0.8078783292478071
40,32,0.5028321,0.7955276646237782,0.7893696991585255,0.8379066102135918
54,32,0.3837837,0.6751318091183774,0.6598998143117255,0.7909739506627638
42,32,0.4593803,0.7520153644782072,0.7231548634064439,0.817335009350388
56,32,0.5597474,0.782707622298066,0.8042076769828005,0.8207615149791448
81,32,0.5104861,0.7625356282187725,0.7811432302454449,0.8034686939346453
95,32,0.4905443,0.7602113839039965,0.7671543442897059,0.8242261898590508
94,32,0.5250637,0.810280499590199,0.7956465607556138,0.8172013852565851
80,32,0.5448269,0.6791808873720137,0.6669104457097779,0.7746804713853256
57,32,0.5722413,0.7846037163443307,0.8104867833448962,0.8164852230060561
43,32,0.5620295,0.7996501400663021,0.8248207062775639,0.8253742944646784
