FlowSOM_cluster,FlowSOM_metacluster
141,35
305,46
291,37
100,18
342,46
209,37
72,11
383,46
195,40
120,34
370,48
187,37
225,37
343,46
349,48
128,37
373,48
224,37
304,46
34,7
21,8
168,37
84,20
364,46
308,46
163,37
373,48
5,3
364,46
246,37
121,35
385,46
205,37
389,48
292,47
359,55
245,37
188,37
210,37
94,7
146,37
398,54
48,17
284,46
316,49
248,37
369,48
45,15
399,57
215,40
122,35
46,16
183,37
358,54
253,40
322,46
285,46
304,46
241,36
189,37
29,5
1,1
13,7
54,7
219,42
324,46
32,7
144,37
200,42
396,54
289,48
59,18
366,48
273,47
243,37
341,46
297,50
85,20
40,7
206,37
73,7
117,33
66,16
73,7
345,46
160,42
374,49
62,13
382,46
178,33
399,57
319,51
240,42
379,56
217,43
250,37
179,42
8,5
210,37
370,48
399,57
399,57
110,29
387,48
377,54
372,48
300,51
160,42
327,46
230,37
16,7
226,37
234,40
285,46
39,7
201,36
31,11
364,46
345,46
209,37
40,7
158,33
166,37
342,46
371,48
39,7
385,46
208,37
59,18
16,7
149,37
64,20
39,7
21,8
201,36
260,42
208,37
191,40
36,7
1,1
243,37
265,37
169,37
309,48
240,42
330,48
393,48
399,57
56,7
251,37
306,46
60,18
293,47
260,42
222,37
159,42
221,36
166,37
367,48
267,37
39,7
326,46
12,7
285,46
48,17
86,22
242,37
311,48
264,37
35,7
33,7
372,48
187,37
356,49
3,2
328,48
330,48
214,40
106,28
103,27
28,5
185,37
66,16
281,46
251,37
360,55
306,46
184,37
39,7
57,7
298,50
233,40
189,37
335,49
254,40
345,46
250,37
246,37
331,48
1,1
210,37
317,52
34,7
166,37
66,16
143,37
235,40
263,37
277,45
1,1
348,48
8,5
142,35
384,46
232,40
302,46
214,40
382,46
174,40
310,48
348,48
382,46
201,36
121,35
239,42
112,31
145,37
28,5
246,37
310,48
273,47
334,47
280,42
387,48
320,51
210,37
211,37
143,37
392,48
280,42
199,42
98,18
248,37
383,46
110,29
147,37
177,33
250,37
252,37
384,46
187,37
72,11
165,37
149,37
140,34
168,37
166,37
202,37
203,37
266,37
326,46
194,40
233,40
399,57
160,42
121,35
160,42
231,37
325,46
41,12
375,49
399,57
161,35
103,27
370,48
130,30
269,37
200,42
139,34
56,7
344,46
65,20
260,42
389,48
177,33
287,46
292,47
147,37
143,37
128,37
369,48
199,42
339,55
160,42
352,48
75,7
336,49
127,37
49,17
344,46
126,37
40,7
169,37
202,37
