FlowSOM_cluster,FlowSOM_metacluster
380,11
187,1
20,4
851,55
62,1
165,4
632,36
460,1
146,5
881,55
456,2
140,4
223,4
461,1
392,2
115,5
511,2
258,4
216,1
751,37
810,56
47,4
681,45
459,1
37,2
292,4
511,2
689,49
430,1
135,4
412,11
488,1
255,4
484,2
69,3
536,21
223,4
53,4
16,4
664,37
172,4
539,22
620,28
404,1
268,9
108,4
484,2
625,35
570,22
150,5
413,11
593,34
200,4
507,21
86,5
94,1
188,1
183,1
373,1
17,4
528,19
899,60
842,37
722,37
828,51
493,1
691,37
232,4
769,51
449,14
128,1
759,50
517,1
44,3
114,4
522,1
386,10
710,45
816,37
108,4
693,37
702,33
534,17
788,50
277,1
884,51
358,9
716,46
34,1
737,33
570,22
897,59
831,51
568,29
445,13
103,3
827,51
529,19
128,1
425,2
599,29
600,29
579,24
546,2
448,14
392,2
864,57
885,51
245,1
44,3
872,37
167,4
57,5
279,1
879,37
347,4
631,36
464,1
489,1
18,4
873,37
794,33
199,4
492,1
423,2
878,37
429,1
109,4
758,50
842,37
51,4
683,45
879,37
810,56
346,4
833,57
111,4
54,4
695,37
900,60
287,4
222,4
84,4
242,1
831,51
7,2
511,2
600,29
784,37
132,4
248,1
820,50
71,3
862,57
284,4
824,51
375,12
172,4
485,2
281,1
879,37
248,1
872,37
280,1
591,28
503,17
343,1
280,1
115,5
784,37
753,37
451,2
139,4
450,14
750,54
306,1
36,2
150,5
292,4
772,52
586,18
169,4
595,35
182,1
166,4
506,21
248,1
258,4
879,37
696,37
415,13
177,5
54,4
299,9
56,5
248,1
103,3
136,4
331,2
899,60
45,4
447,14
812,37
201,4
679,42
263,4
208,5
84,4
354,10
900,60
398,1
529,19
349,11
489,1
116,5
93,1
119,5
213,1
90,5
302,2
483,2
3,1
317,4
383,11
769,51
641,39
233,4
559,19
137,4
302,2
13,3
268,9
893,57
514,2
896,59
16,4
195,4
262,4
512,2
893,57
796,51
730,50
107,4
399,1
580,25
141,4
738,51
103,3
133,4
428,1
113,4
632,36
231,4
51,4
882,55
82,4
171,4
315,4
318,4
313,4
369,1
149,5
148,5
599,29
884,51
383,11
885,51
161,4
246,1
808,53
390,9
569,22
353,7
772,52
455,2
21,4
211,1
857,51
854,51
755,37
463,1
595,35
892,57
425,2
738,51
159,1
70,3
200,4
347,4
114,4
428,1
826,51
417,14
884,51
421,2
635,37
270,9
174,4
589,28
464,1
292,4
817,37
84,4
255,4
72,3
104,4
58,5
25,5
370,1
824,51
753,37
876,37
699,50
272,2
250,1
178,5
132,4
886,51
88,5
241,1
367,1
1,1
423,2
723,37
874,37
152,1
685,46
215,1
666,37
813,37
16,4
195,4
318,4
214,1
229,4
591,28
722,37
842,37
272,2
748,47
300,9
160,1
706,33
134,4
348,4
359,9
223,4
793,33
50,4
151,1
848,37
383,11
722,37
827,51
141,4
716,46
649,28
792,55
360,9
34,1
663,36
270,9
892,57
95,1
119,5
280,1
41,3
141,4
195,4
849,37
325,10
141,4
159,1
391,2
690,49
130,3
590,28
405,12
140,4
896,59
606,37
365,2
127,1
142,4
696,37
868,60
29,5
781,37
549,24
643,26
26,5
696,37
755,37
784,37
705,33
774,46
208,5
727,37
863,57
781,37
210,6
433,1
250,1
727,37
872,37
