FlowSOM_cluster,FlowSOM_metacluster
625,24
313,1
480,15
182,6
348,1
503,15
120,6
267,1
382,14
208,6
110,1
474,15
630,15
269,1
79,1
402,15
4,1
478,15
340,1
97,6
624,23
476,15
490,18
243,1
266,1
523,15
3,1
675,28
217,1
632,15
651,24
217,1
577,15
31,1
662,20
620,25
657,15
424,15
507,20
123,6
498,15
645,27
91,4
365,15
588,20
420,15
57,1
142,7
671,27
458,14
626,24
117,7
524,15
618,22
483,14
323,1
340,1
341,1
365,15
450,15
13,4
572,23
21,6
96,6
361,12
324,1
44,6
444,15
333,12
643,22
396,1
129,6
111,1
533,20
602,15
347,1
513,17
465,18
51,6
421,15
121,6
227,6
114,7
173,6
218,1
286,12
665,20
468,19
296,1
256,12
671,27
541,16
386,12
645,27
357,13
557,15
337,12
14,4
507,20
81,1
671,27
672,27
222,10
112,1
617,22
80,1
416,16
312,12
237,1
533,20
21,6
553,15
354,14
219,10
76,6
654,15
172,5
271,1
215,1
477,15
78,6
232,12
447,15
295,1
107,1
26,6
216,1
501,15
77,6
21,6
452,15
490,18
77,6
624,23
656,15
415,16
475,15
398,15
99,6
572,23
602,15
657,15
423,15
292,1
387,12
131,1
4,1
671,27
73,6
531,15
213,1
130,6
584,20
414,12
578,15
259,12
391,15
447,15
111,1
607,15
76,6
341,1
19,6
237,1
90,4
7,2
422,15
211,1
402,15
46,6
96,6
2,1
500,15
589,22
676,28
160,1
266,1
354,14
523,15
438,18
37,4
500,15
114,7
342,1
529,15
594,25
341,1
603,15
102,6
24,6
539,21
458,14
450,15
614,20
484,14
245,1
609,20
606,15
27,1
597,23
532,15
539,21
97,6
447,15
8,2
470,15
459,14
375,1
462,17
572,23
189,1
39,4
626,24
241,1
299,1
323,1
406,14
317,1
381,14
184,1
31,1
295,1
628,15
626,24
385,12
224,11
418,15
40,4
606,15
210,1
561,20
663,20
390,16
32,1
542,16
399,15
558,20
548,15
4,1
390,16
336,12
181,6
554,15
189,1
221,10
472,15
308,12
658,15
657,15
215,1
447,15
120,6
444,15
428,15
234,12
448,15
498,15
656,15
576,15
393,15
163,1
432,14
485,14
645,27
285,12
625,24
312,12
658,15
289,1
520,19
667,22
645,27
599,24
438,18
108,1
427,15
395,1
285,12
259,12
98,6
243,1
114,7
390,16
83,1
283,12
660,15
636,20
419,15
653,24
575,15
240,1
311,12
567,16
285,12
2,1
124,6
562,20
547,15
66,4
244,1
523,15
51,6
602,15
423,15
585,20
556,15
354,14
328,14
165,1
258,12
96,6
49,6
153,6
209,1
