FlowSOM_cluster,FlowSOM_metacluster
620,60
446,38
532,56
17,7
373,38
535,56
200,26
396,38
526,58
16,6
264,38
612,56
540,56
371,38
337,37
583,56
308,44
616,56
445,38
99,8
226,33
610,56
351,49
370,38
343,38
572,57
308,44
101,13
319,38
514,56
619,60
320,38
589,56
261,37
409,51
208,25
540,56
585,56
507,56
72,8
575,57
156,23
29,2
496,57
379,44
537,56
261,37
104,15
204,27
528,58
594,60
79,9
548,57
231,36
504,58
422,38
418,38
393,38
495,57
584,56
2,1
177,24
50,8
148,8
61,5
323,38
173,8
521,57
11,5
256,36
438,38
44,7
240,37
482,56
498,57
349,38
403,53
377,49
21,8
537,56
150,8
167,10
82,4
174,8
268,38
39,5
333,44
277,46
369,38
114,5
204,27
157,23
10,5
156,23
188,5
484,56
37,5
52,1
506,59
313,37
180,22
179,22
218,30
215,28
255,36
337,37
160,18
39,5
416,38
482,56
25,8
538,56
527,58
267,38
72,8
567,56
199,26
395,38
293,38
584,56
73,8
91,10
524,57
371,38
311,37
72,8
293,38
561,56
44,7
25,8
558,56
352,49
70,8
226,33
567,56
186,18
586,56
609,56
97,8
176,24
542,56
516,56
609,56
413,38
163,5
344,38
284,37
180,22
172,8
484,56
417,38
19,7
458,51
187,5
543,57
13,5
544,57
575,57
263,37
463,38
71,8
417,38
50,8
467,38
54,2
83,4
585,56
411,38
556,59
148,8
149,8
334,37
587,56
255,36
126,19
366,38
343,38
527,58
547,57
401,52
26,1
613,56
105,16
449,38
485,56
209,25
417,38
591,56
71,8
120,8
157,23
529,58
609,56
355,44
580,58
267,38
485,56
538,56
361,37
177,24
507,56
279,35
99,8
550,57
8,4
572,57
478,58
296,47
426,54
176,24
291,38
52,1
596,60
342,38
506,59
423,38
552,58
425,38
576,58
386,37
260,37
425,38
567,56
619,60
9,5
275,45
548,57
3,2
487,56
412,38
456,51
409,51
135,18
235,28
133,17
560,56
481,59
522,57
285,37
161,18
113,5
42,7
537,56
317,38
300,48
574,57
138,5
515,56
485,56
318,38
610,56
175,8
522,57
582,56
15,6
583,56
575,57
567,56
616,56
524,57
419,38
527,58
505,58
155,22
39,5
619,60
63,5
436,38
444,38
252,34
282,43
180,22
621,60
401,52
313,37
581,59
487,56
62,5
38,5
146,8
322,38
106,16
136,18
263,37
190,5
441,38
408,51
548,57
570,57
617,56
342,38
37,5
182,23
39,5
334,37
171,8
430,51
624,57
4,2
394,38
572,57
21,8
617,56
610,56
432,51
510,56
578,58
605,58
469,57
65,10
123,8
22,8
93,12
388,38
467,38
529,58
541,56
39,5
578,58
414,38
314,37
375,38
385,37
124,8
47,8
474,38
303,46
447,38
144,8
48,8
584,56
564,56
589,56
439,38
549,57
53,2
124,8
74,8
365,38
277,46
330,44
437,38
164,5
540,56
569,57
332,44
540,56
90,10
557,56
475,38
72,8
619,60
124,8
37,5
550,57
303,46
5,2
67,7
306,43
414,38
150,8
430,51
135,18
421,38
552,58
411,38
456,51
612,56
534,56
45,8
451,54
612,56
437,38
388,38
127,13
436,38
28,2
495,57
612,56
133,17
169,8
286,37
323,38
611,56
98,8
202,24
601,58
172,8
242,29
248,41
579,58
96,8
146,8
122,8
165,10
301,46
478,58
70,8
186,18
171,8
479,55
347,38
491,56
94,8
48,8
261,37
614,56
150,8
349,38
321,38
614,56
262,37
1,1
451,54
487,56
313,37
130,16
358,51
526,58
147,8
457,51
274,45
56,9
75,8
515,56
426,54
7,3
229,36
160,18
326,46
557,56
54,2
122,8
75,8
443,38
99,8
603,58
602,58
593,57
325,48
529,58
318,38
543,57
318,38
346,38
396,38
68,7
555,58
289,38
42,7
12,5
172,8
355,44
434,51
578,58
100,8
176,24
22,8
412,38
206,27
14,6
595,60
589,56
393,38
374,38
479,55
608,56
604,58
591,56
72,8
426,54
416,38
25,8
474,38
281,43
2,1
94,8
609,56
393,38
50,8
445,38
290,38
467,38
462,56
445,38
314,37
122,8
364,38
286,37
26,1
240,37
124,8
150,8
23,8
181,23
64,5
262,37
506,59
540,56
160,18
541,56
138,5
206,27
149,8
21,8
467,38
62,5
124,8
261,37
94,8
21,8
229,36
538,56
264,38
349,38
481,59
163,5
538,56
513,56
91,10
154,22
363,38
172,8
200,26
619,60
159,17
565,56
196,8
410,51
148,8
69,8
