FlowSOM_cluster,FlowSOM_metacluster
53,16
75,21
99,25
6,1
95,21
83,20
1,1
77,21
51,12
6,1
67,21
71,20
63,20
86,21
78,21
52,20
68,21
82,20
76,21
13,1
30,11
81,20
49,18
86,21
98,21
62,20
68,21
20,7
77,21
83,20
53,16
77,21
73,20
67,21
99,25
48,19
63,20
81,20
92,20
12,1
61,20
59,22
9,4
75,21
90,25
82,20
67,21
18,6
60,23
51,12
55,20
18,6
62,20
69,24
31,12
75,21
76,21
76,21
65,21
81,20
10,4
30,11
2,1
12,1
27,2
86,21
2,1
64,20
28,2
80,24
84,20
5,1
56,21
92,20
84,20
95,21
44,17
49,18
4,1
83,20
12,1
25,2
38,2
12,1
66,21
7,2
79,25
39,15
96,21
26,2
60,23
59,22
37,2
69,24
38,2
93,20
7,2
10,4
92,20
78,21
60,23
60,23
35,14
56,21
80,24
88,21
47,2
7,2
97,21
92,20
3,1
73,20
32,12
66,21
3,1
54,20
1,1
86,21
66,21
63,20
3,1
16,2
72,20
86,21
78,21
3,1
77,21
83,20
4,1
3,1
91,20
49,18
3,1
30,11
54,20
47,2
81,20
81,20
13,1
30,11
82,20
74,20
84,20
98,21
37,2
98,21
68,21
60,23
13,1
93,20
76,21
6,1
100,25
37,2
73,20
17,2
55,20
72,20
67,21
74,20
14,1
76,21
2,1
97,21
9,4
8,3
84,20
87,21
82,20
13,1
2,1
88,21
72,20
90,25
29,10
66,21
77,21
51,12
62,20
46,18
19,3
72,20
18,6
94,21
93,20
48,19
76,21
63,20
5,1
14,1
59,22
51,12
81,20
90,25
31,12
66,21
93,20
83,20
98,21
30,11
92,20
70,24
13,1
72,20
8,3
62,20
51,12
52,20
45,17
30,11
66,21
10,4
53,16
77,21
75,21
75,21
51,12
96,21
51,12
98,21
68,21
96,21
54,20
53,16
37,2
21,8
64,20
9,4
83,20
87,21
100,25
89,25
47,2
57,2
58,22
81,20
93,20
64,20
68,21
47,2
27,2
15,1
73,20
77,21
35,14
62,20
36,2
93,20
93,20
77,21
72,20
1,1
64,20
82,20
17,2
71,20
72,20
