FlowSOM_cluster,FlowSOM_metacluster
620,52
446,35
532,50
17,7
373,35
535,50
200,24
396,35
526,49
16,6
264,35
612,50
540,50
371,35
337,34
583,50
308,39
616,50
445,35
99,8
226,30
610,50
351,44
370,35
343,35
572,50
308,39
101,12
319,35
514,50
619,52
320,35
589,50
261,34
409,45
208,23
540,50
585,50
507,50
72,8
575,50
156,21
29,2
496,50
379,39
537,50
261,34
104,14
204,25
528,49
594,52
79,9
548,50
231,33
504,49
422,35
418,35
393,35
495,50
584,50
2,1
177,22
50,8
148,8
61,5
323,35
173,8
521,50
11,5
256,33
438,35
44,7
240,34
482,50
498,50
349,35
403,47
377,44
21,8
537,50
150,8
167,10
82,4
174,8
268,35
39,5
333,39
277,41
369,35
114,5
204,25
157,21
10,5
156,21
188,5
484,50
37,5
52,1
506,50
313,35
180,20
179,20
218,27
215,26
255,33
337,34
160,16
39,5
416,35
482,50
25,8
538,50
527,49
267,35
72,8
567,50
199,24
395,35
293,35
584,50
73,8
91,10
524,50
371,35
311,34
72,8
293,35
561,50
44,7
25,8
558,50
352,44
70,8
226,30
567,50
186,16
586,50
609,50
97,8
176,22
542,50
516,50
609,50
413,35
163,5
344,35
284,34
180,20
172,8
484,50
417,35
19,7
458,45
187,5
543,50
13,5
544,50
575,50
263,34
463,35
71,8
417,35
50,8
467,35
54,2
83,4
585,50
411,35
556,50
148,8
149,8
334,34
587,50
255,33
126,17
366,35
343,35
527,49
547,50
401,46
26,1
613,50
105,14
449,35
485,50
209,23
417,35
591,50
71,8
120,8
157,21
529,49
609,50
355,39
580,49
267,35
485,50
538,50
361,34
177,22
507,50
279,32
99,8
550,50
8,4
572,50
478,49
296,42
426,48
176,22
291,35
52,1
596,52
342,35
506,50
423,35
552,49
425,35
576,49
386,34
260,34
425,35
567,50
619,52
9,5
275,40
548,50
3,2
487,50
412,35
456,45
409,45
135,16
235,26
133,15
560,50
481,50
522,50
285,34
161,16
113,5
42,7
537,50
317,35
300,43
574,50
138,5
515,50
485,50
318,35
610,50
175,8
522,50
582,50
15,6
583,50
575,50
567,50
616,50
524,50
419,35
527,49
505,49
155,20
39,5
619,52
63,5
436,35
444,35
252,31
282,33
180,20
621,52
401,46
313,35
581,51
487,50
62,5
38,5
146,8
322,35
106,14
136,16
263,34
190,5
441,35
408,45
548,50
570,50
617,50
342,35
37,5
182,21
39,5
334,34
171,8
430,45
624,50
4,2
394,35
572,50
21,8
617,50
610,50
432,45
510,50
578,49
605,49
469,35
65,10
123,8
22,8
93,8
388,35
467,35
529,49
541,50
39,5
578,49
414,35
314,35
375,35
385,34
124,8
47,8
474,35
303,41
447,35
144,8
48,8
584,50
564,50
589,50
439,35
549,50
53,2
124,8
74,8
365,35
277,41
330,39
437,35
164,5
540,50
569,50
332,39
540,50
90,10
557,50
475,35
72,8
619,52
124,8
37,5
550,50
303,41
5,2
67,7
306,33
414,35
150,8
430,45
135,16
421,35
552,49
411,35
456,45
612,50
534,50
45,8
451,48
612,50
437,35
388,35
127,12
436,35
28,2
495,50
612,50
133,15
169,8
286,34
323,35
611,50
98,8
202,22
601,49
172,8
242,27
248,37
579,49
96,8
146,8
122,8
165,10
301,41
478,49
70,8
186,16
171,8
479,49
347,35
491,50
94,8
48,8
261,34
614,50
150,8
349,35
321,35
614,50
262,34
1,1
451,48
487,50
313,35
130,14
358,45
526,49
147,8
457,45
274,40
56,9
75,8
515,50
426,48
7,3
229,33
160,16
326,41
557,50
54,2
122,8
75,8
443,35
99,8
603,49
602,49
593,50
325,43
529,49
318,35
543,50
318,35
346,35
396,35
68,7
555,49
289,35
42,7
12,5
172,8
355,39
434,45
578,49
100,8
176,22
22,8
412,35
206,25
14,6
595,52
589,50
393,35
374,35
479,49
608,50
604,49
591,50
72,8
426,48
416,35
25,8
474,35
281,33
2,1
94,8
609,50
393,35
50,8
445,35
290,35
467,35
462,50
445,35
314,35
122,8
364,35
286,34
26,1
240,34
124,8
150,8
23,8
181,21
64,5
262,34
506,50
540,50
160,16
541,50
138,5
206,25
149,8
21,8
467,35
62,5
124,8
261,34
94,8
21,8
229,33
538,50
264,35
349,35
481,50
163,5
538,50
513,50
91,10
154,20
363,35
172,8
200,24
619,52
159,15
565,50
196,8
410,45
148,8
69,8
326,41
561,50
256,33
31,3
521,50
421,35
120,8
472,35
619,52
400,35
421,35
64,5
568,50
163,5
369,35
600,50
578,49
619,52
409,45
317,35
570,50
613,50
188,5
440,35
268,35
570,50
98,8
54,2
284,34
610,50
31,3
616,50
192,10
122,8
620,52
347,35
598,50
592,50
321,35
249,38
572,50
339,35
94,8
254,33
41,6
31,3
433,45
621,52
468,35
315,35
226,30
368,35
63,5
23,8
551,49
573,50
39,5
42,7
552,49
