FlowSOM_cluster,FlowSOM_metacluster
237,31
326,32
423,34
10,1
411,32
403,34
106,15
371,32
255,21
11,2
246,32
360,34
343,34
391,32
332,32
387,34
270,35
381,34
325,32
22,1
84,11
385,34
142,16
371,32
373,32
298,34
291,35
63,8
348,32
344,34
238,31
370,32
362,34
268,32
376,34
228,33
343,34
379,34
386,34
64,1
338,34
208,30
16,4
324,34
336,35
320,34
268,32
99,12
210,28
212,21
217,31
58,4
340,34
251,30
213,21
430,32
304,32
346,32
282,32
406,34
19,5
147,14
3,1
65,1
158,2
347,32
86,1
276,34
97,2
273,35
417,32
29,1
244,32
399,34
387,34
411,32
198,29
162,16
5,1
427,34
64,1
112,2
77,9
85,1
348,32
96,2
313,35
124,13
434,32
115,2
210,28
186,23
180,2
208,30
200,2
405,34
54,2
19,5
386,34
288,32
188,28
188,28
132,19
226,32
251,30
311,32
184,26
12,2
285,32
420,34
3,1
384,34
213,21
263,32
6,1
280,34
108,1
369,32
349,32
383,34
7,1
52,1
340,34
411,32
310,32
6,1
349,32
361,34
28,1
3,1
423,34
121,16
64,1
84,11
322,34
203,26
380,34
400,34
47,1
147,14
321,34
323,34
387,34
394,32
181,2
373,32
269,32
188,28
46,1
440,34
285,32
10,1
399,34
202,2
324,34
53,2
261,32
339,34
245,32
438,32
6,1
325,32
3,1
417,32
37,4
56,9
385,34
417,32
366,34
66,1
65,1
312,32
360,34
315,35
21,7
306,32
372,32
232,21
298,34
239,31
40,5
361,34
78,9
436,32
405,34
249,33
346,32
321,34
6,1
48,1
187,23
213,21
400,34
314,35
234,21
349,32
419,34
363,34
353,32
147,14
386,34
230,30
23,1
339,34
77,9
296,34
191,21
348,32
219,29
147,14
329,32
39,5
216,31
351,32
255,21
409,32
212,21
414,32
211,21
395,32
268,32
434,32
322,34
238,31
178,2
151,22
282,32
38,4
427,34
417,32
378,34
356,35
183,26
247,32
185,27
386,34
404,34
297,34
290,32
183,26
116,2
72,1
427,34
328,32
152,19
317,34
156,2
419,34
440,34
330,32
380,34
106,15
319,34
401,34
12,2
380,34
339,34
322,34
299,34
303,34
263,32
233,21
213,21
188,28
96,2
238,31
96,2
440,34
305,32
104,14
272,35
188,28
236,31
239,31
288,32
422,34
428,34
75,2
74,2
67,1
369,32
98,9
182,26
267,32
156,2
437,32
398,34
277,34
280,34
278,34
329,32
138,2
207,23
96,2
312,32
89,1
315,35
337,34
17,4
368,32
316,34
