FlowSOM_cluster,FlowSOM_metacluster
141,30
305,41
291,32
100,15
342,41
209,32
72,10
383,41
195,37
120,29
370,41
187,32
225,32
343,41
349,41
128,32
373,41
224,32
304,41
34,7
21,8
168,32
84,17
364,41
308,41
163,32
373,41
5,3
364,41
246,32
121,30
385,41
205,32
389,41
292,42
359,47
245,32
188,32
210,32
94,7
146,32
398,46
48,14
284,41
316,43
248,32
369,41
45,12
399,49
215,37
122,30
46,13
183,32
358,46
253,37
322,41
285,41
304,41
241,31
189,32
29,5
1,1
13,7
54,7
219,36
324,41
32,7
144,32
200,36
396,46
289,41
59,15
366,41
273,42
243,32
341,41
297,44
85,17
40,7
206,32
73,7
117,28
66,13
73,7
345,41
160,36
374,43
62,11
382,41
178,28
399,49
319,45
240,36
379,48
217,38
250,32
179,36
8,5
210,32
370,41
399,49
399,49
110,24
387,41
377,46
372,41
300,45
160,36
327,41
230,32
16,7
226,32
234,37
285,41
39,7
201,31
31,10
364,41
345,41
209,32
40,7
158,28
166,32
342,41
371,41
39,7
385,41
208,32
59,15
16,7
149,32
64,17
39,7
21,8
201,31
260,36
208,32
191,37
36,7
1,1
243,32
265,32
169,32
309,41
240,36
330,41
393,41
399,49
56,7
251,32
306,41
60,15
293,42
260,36
222,32
159,36
221,31
166,32
367,41
267,32
39,7
326,41
12,7
285,41
48,14
86,19
242,32
311,41
264,32
35,7
33,7
372,41
187,32
356,43
3,2
328,41
330,41
214,37
106,23
103,22
28,5
185,32
66,13
281,41
251,32
360,47
306,41
184,32
39,7
57,7
298,44
233,37
189,32
335,43
254,37
345,41
250,32
246,32
331,41
1,1
210,32
317,46
34,7
166,32
66,13
143,32
235,37
263,32
277,40
1,1
348,41
8,5
142,30
384,41
232,37
302,41
214,37
382,41
174,37
310,41
348,41
382,41
201,31
121,30
239,36
112,26
145,32
28,5
246,32
310,41
273,42
334,42
280,36
387,41
320,45
210,32
211,32
143,32
392,41
280,36
199,36
98,15
248,32
383,41
110,24
147,32
177,28
250,32
252,32
384,41
187,32
72,10
165,32
149,32
140,29
168,32
166,32
202,32
203,32
266,32
326,41
194,37
233,37
399,49
160,36
121,30
160,36
231,32
325,41
41,8
375,43
399,49
161,30
103,22
370,41
130,25
269,32
200,36
139,29
56,7
344,41
65,17
260,36
389,41
177,28
287,41
292,42
147,32
143,32
128,32
369,41
199,36
339,47
160,36
352,41
75,7
336,43
127,32
49,14
344,41
126,32
40,7
169,32
202,32
293,42
249,32
234,37
153,35
386,41
159,36
33,7
17,7
78,7
309,41
285,41
233,37
251,32
160,36
173,37
309,41
369,41
341,41
392,41
33,7
20,7
262,41
43,11
303,41
96,7
35,7
209,32
226,32
203,32
288,41
185,32
48,14
54,7
34,7
310,41
23,9
355,43
290,32
157,28
225,32
143,32
375,43
225,32
138,28
129,32
281,41
16,7
121,30
54,7
159,36
186,32
43,11
69,14
99,15
355,43
288,41
53,7
315,43
279,36
343,41
214,37
290,32
273,42
167,32
209,32
59,15
257,40
167,32
290,32
351,41
4,3
271,32
48,14
241,31
186,32
320,45
97,7
350,41
232,37
167,32
18,7
42,11
192,37
15,7
365,41
113,27
235,37
18,7
56,7
56,7
136,28
82,16
236,37
38,7
260,36
55,7
275,39
323,41
265,32
37,7
16,7
388,41
183,32
54,7
341,41
363,41
222,32
384,41
9,5
257,40
267,32
370,41
380,48
333,42
174,37
35,7
294,42
112,26
46,13
13,7
264,32
277,40
88,20
338,46
280,36
82,16
129,32
47,14
36,7
31,10
286,41
34,7
171,37
193,37
201,31
131,25
233,37
384,41
266,32
369,41
384,41
322,41
98,15
233,37
349,41
100,15
200,36
36,7
315,43
292,42
173,37
12,7
1,1
38,7
289,41
378,46
140,29
122,30
202,32
283,41
361,41
275,39
148,32
152,35
224,32
53,7
277,40
306,41
15,7
282,41
375,43
9,5
56,7
168,32
288,41
11,7
305,41
368,41
285,41
269,32
303,41
369,41
16,7
329,41
391,41
9,5
367,41
11,7
53,7
20,7
318,44
180,36
390,41
191,37
211,32
300,45
232,37
177,28
338,46
54,7
19,7
285,41
218,36
13,7
393,41
78,7
59,15
338,46
207,32
367,41
342,41
190,32
135,34
226,32
247,32
158,28
400,49
309,41
15,7
72,10
121,30
300,45
225,32
74,7
311,41
54,7
58,7
81,11
208,32
377,46
68,14
124,31
383,41
57,7
284,41
121,30
361,41
303,41
180,36
201,31
239,36
383,41
146,32
173,37
121,30
292,42
383,41
143,32
185,32
260,36
307,41
324,41
143,32
18,7
47,14
393,41
243,32
28,5
204,32
176,24
56,7
141,30
382,41
163,32
225,32
363,41
90,21
164,32
369,41
78,7
337,46
119,29
68,14
312,42
161,30
261,41
348,41
21,8
383,41
180,36
20,7
194,37
184,32
160,36
60,15
214,37
310,41
305,41
67,13
372,41
384,41
307,41
136,28
243,32
308,41
189,32
384,41
330,41
131,25
176,24
84,17
73,7
359,47
391,41
362,41
242,32
35,7
100,15
342,41
385,41
396,46
197,36
193,37
245,32
149,32
33,7
277,40
280,36
223,32
136,28
80,15
78,7
385,41
388,41
266,32
37,7
281,41
382,41
331,41
369,41
47,14
358,46
31,10
22,1
331,41
68,14
398,46
163,32
323,41
271,32
172,37
381,41
214,37
221,31
20,7
287,41
67,13
305,41
397,46
393,41
100,15
15,7
14,7
139,29
368,41
351,41
271,32
365,41
343,41
277,40
234,37
25,3
359,47
3,2
199,36
133,33
304,41
261,41
32,7
347,41
323,41
79,15
9,5
78,7
120,29
328,41
344,41
254,37
325,41
372,41
299,45
264,32
272,42
353,43
245,32
379,48
342,41
145,32
169,32
199,36
348,41
141,30
216,37
347,41
285,41
213,37
122,30
350,41
158,28
35,7
136,28
206,32
76,7
329,41
121,30
292,42
140,29
390,41
331,41
316,43
400,49
86,19
386,41
20,7
109,24
273,42
334,42
309,41
380,48
225,32
369,41
219,36
120,29
1,1
87,19
73,7
4,3
287,41
219,36
156,28
225,32
59,15
281,41
393,41
125,31
95,7
353,43
234,37
88,20
344,41
57,7
63,16
184,32
259,36
52,10
361,41
195,37
259,36
110,24
329,41
242,32
42,11
133,33
9,5
186,32
335,43
294,42
103,22
35,7
120,29
197,36
366,41
80,15
194,37
324,41
263,32
81,11
306,41
323,41
48,14
329,41
369,41
330,41
385,41
66,13
66,13
242,32
344,41
97,7
161,30
118,28
215,37
387,41
390,41
215,37
158,28
82,16
37,7
400,49
9,5
198,36
81,11
195,37
266,32
365,41
396,46
157,28
120,29
360,47
120,29
19,7
60,15
288,41
87,19
146,32
144,32
9,5
62,11
389,41
31,10
56,7
398,46
359,47
48,14
335,43
86,19
326,41
285,41
132,26
85,17
272,42
257,40
55,7
88,20
187,32
185,32
95,7
292,42
117,28
244,32
35,7
73,7
278,40
350,41
35,7
15,7
200,36
222,32
303,41
333,42
198,36
328,41
329,41
184,32
174,37
330,41
328,41
93,7
65,17
192,37
76,7
166,32
235,37
230,32
397,46
263,32
286,41
176,24
40,7
35,7
360,47
158,28
165,32
291,32
81,11
163,32
145,32
236,37
267,32
390,41
8,5
201,31
98,15
159,36
222,32
284,41
84,17
245,32
119,29
328,41
356,43
245,32
399,49
345,41
204,32
5,3
368,41
285,41
394,43
137,28
181,32
310,41
363,41
40,7
95,7
325,41
304,41
120,29
180,36
130,25
119,29
400,49
78,7
194,37
329,41
54,7
359,47
139,29
314,42
119,29
327,41
185,32
207,32
234,37
331,41
103,22
348,41
75,7
72,10
365,41
345,41
193,37
282,41
389,41
140,29
129,32
195,37
324,41
129,32
271,32
34,7
99,15
261,41
329,41
34,7
187,32
369,41
365,41
278,40
233,37
239,36
119,29
229,32
243,32
224,32
291,32
17,7
99,15
27,5
382,41
69,14
272,42
346,41
16,7
198,36
386,41
139,29
42,11
152,35
279,36
36,7
77,7
163,32
244,32
359,47
372,41
289,41
318,44
19,7
360,47
133,33
303,41
368,41
207,32
337,46
364,41
261,41
282,41
328,41
383,41
79,15
35,7
241,31
81,11
244,32
11,7
345,41
384,41
229,32
66,13
159,36
326,41
293,42
211,32
167,32
73,7
301,41
14,7
285,41
224,32
74,7
88,20
32,7
289,41
185,32
301,41
33,7
265,32
384,41
45,12
201,31
3,2
33,7
352,41
380,48
169,32
392,41
28,5
14,7
385,41
236,37
184,32
166,32
166,32
139,29
180,36
49,14
225,32
197,36
301,41
121,30
229,32
99,15
68,14
292,42
48,14
147,32
323,41
129,32
392,41
15,7
273,42
326,41
95,7
76,7
315,43
199,36
349,41
127,32
265,32
21,8
29,5
344,41
306,41
246,32
12,7
9,5
328,41
382,41
142,30
166,32
5,3
61,11
385,41
383,41
114,27
14,7
173,37
118,28
136,28
364,41
28,5
367,41
204,32
199,36
257,40
388,41
265,32
165,32
72,10
324,41
27,5
307,41
200,36
274,37
141,30
254,37
253,37
41,8
215,37
79,15
168,32
346,41
360,47
213,37
360,47
246,32
350,41
94,7
365,41
328,41
53,7
286,41
352,41
241,31
45,12
95,7
123,31
257,40
135,34
329,41
262,41
385,41
48,14
121,30
9,5
263,32
291,32
338,46
205,32
288,41
53,7
266,32
266,32
185,32
314,42
165,32
16,7
395,43
396,46
99,15
146,32
167,32
231,32
345,41
382,41
303,41
12,7
22,1
273,42
40,7
261,41
140,29
111,25
67,13
46,13
198,36
343,41
260,36
248,32
21,8
3,2
173,37
367,41
187,32
264,32
17,7
369,41
127,32
158,28
183,32
391,41
366,41
179,36
343,41
385,41
289,41
182,32
297,44
303,41
163,32
387,41
125,31
202,32
388,41
252,32
117,28
347,41
177,28
142,30
333,42
131,25
323,41
201,31
169,32
77,7
379,48
313,42
369,41
382,41
124,31
45,12
384,41
248,32
329,41
74,7
367,41
223,32
53,7
35,7
147,32
285,41
214,37
215,37
128,32
196,38
381,41
18,7
134,33
203,32
227,32
66,13
384,41
292,42
47,14
157,28
392,41
352,41
163,32
78,7
234,37
76,7
221,31
355,43
317,46
305,41
242,32
88,20
39,7
172,37
319,45
291,32
1,1
311,41
338,46
278,40
270,32
350,41
307,41
247,32
152,35
308,41
222,32
174,37
59,15
327,41
347,41
244,32
75,7
140,29
390,41
270,32
36,7
244,32
18,7
330,41
326,41
274,37
126,32
346,41
390,41
215,37
59,15
141,30
69,14
134,33
247,32
193,37
63,16
69,14
349,41
174,37
382,41
84,17
182,32
307,41
143,32
17,7
51,10
393,41
311,41
212,37
45,12
358,46
344,41
62,11
73,7
1,1
195,37
32,7
257,40
72,10
36,7
1,1
113,27
290,32
147,32
287,41
311,41
199,36
53,7
278,40
354,43
8,5
203,32
214,37
350,41
388,41
173,37
209,32
35,7
52,10
79,15
66,13
202,32
34,7
42,11
288,41
248,32
343,41
93,7
159,36
26,4
81,11
270,32
245,32
31,10
9,5
171,37
141,30
113,27
11,7
383,41
195,37
179,36
205,32
54,7
384,41
161,30
266,32
343,41
81,11
325,41
137,28
187,32
29,5
199,36
286,41
378,46
79,15
368,41
86,19
53,7
189,32
178,28
375,43
200,36
323,41
110,24
348,41
368,41
346,41
16,7
185,32
361,41
138,28
135,34
287,41
56,7
143,32
97,7
156,28
393,41
77,7
76,7
244,32
20,7
362,41
347,41
367,41
283,41
380,48
373,41
344,41
245,32
157,28
15,7
131,25
138,28
279,36
160,36
305,41
235,37
1,1
168,32
370,41
384,41
16,7
185,32
205,32
306,41
3,2
369,41
82,16
128,32
77,7
136,28
56,7
190,32
1,1
304,41
208,32
308,41
241,31
143,32
346,41
391,41
364,41
202,32
361,41
267,32
32,7
95,7
202,32
164,32
305,41
241,31
297,44
38,7
312,42
385,41
245,32
254,37
270,32
260,36
172,37
158,28
235,37
323,41
345,41
62,11
385,41
209,32
353,43
369,41
111,25
53,7
242,32
228,32
375,43
142,30
367,41
381,41
144,32
116,28
52,10
84,17
305,41
133,33
320,45
110,24
126,32
214,37
8,5
38,7
274,37
118,28
224,32
195,37
141,30
73,7
175,37
33,7
255,37
126,32
17,7
396,46
360,47
77,7
358,46
91,21
212,37
307,41
25,3
216,37
182,32
182,32
343,41
311,41
119,29
267,32
226,32
148,32
324,41
360,47
130,25
250,32
388,41
94,7
393,41
200,36
188,32
31,10
369,41
392,41
57,7
315,43
292,42
327,41
347,41
195,37
158,28
347,41
100,15
119,29
202,32
179,36
140,29
214,37
363,41
240,36
282,41
261,41
16,7
45,12
306,41
66,13
359,47
78,7
236,37
112,26
54,7
209,32
48,14
370,41
39,7
4,3
84,17
78,7
261,41
31,10
58,7
302,41
243,32
142,30
73,7
134,33
381,41
54,7
166,32
306,41
126,32
160,36
260,36
33,7
320,45
234,37
179,36
280,36
246,32
373,41
73,7
107,23
17,7
297,44
174,37
8,5
382,41
252,32
199,36
367,41
381,41
15,7
199,36
385,41
33,7
188,32
25,3
313,42
358,46
384,41
185,32
321,41
240,36
230,32
118,28
137,28
226,32
328,41
7,5
178,28
121,30
197,36
388,41
389,41
142,30
338,46
289,41
60,15
388,41
284,41
179,36
173,37
400,49
388,41
281,41
302,41
240,36
256,39
252,32
323,41
343,41
46,13
9,5
332,41
367,41
225,32
66,13
168,32
120,29
332,41
186,32
224,32
19,7
312,42
271,32
386,41
83,17
307,41
165,32
382,41
1,1
81,11
41,8
264,32
117,28
179,36
178,28
241,31
383,41
249,32
326,41
33,7
377,46
178,28
321,41
12,7
227,32
47,14
99,15
390,41
363,41
97,7
225,32
195,37
351,41
311,41
174,37
262,41
4,3
311,41
280,36
168,32
385,41
369,41
311,41
20,7
387,41
119,29
369,41
311,41
128,32
180,36
150,32
398,46
384,41
198,36
324,41
8,5
382,41
305,41
347,41
298,44
206,32
343,41
28,5
159,36
204,32
287,41
328,41
137,28
186,32
72,10
304,41
345,41
68,14
9,5
385,41
188,32
129,32
253,37
275,39
103,22
384,41
129,32
239,36
347,41
124,31
228,32
294,42
323,41
68,14
202,32
211,32
158,28
260,36
66,13
34,7
265,32
135,34
223,32
73,7
165,32
281,41
9,5
161,30
392,41
25,3
225,32
389,41
44,9
125,31
144,32
121,30
142,30
173,37
166,32
41,8
45,12
285,41
198,36
369,41
365,41
180,36
60,15
82,16
383,41
164,32
177,28
84,17
76,7
170,32
1,1
154,35
323,41
318,44
79,15
55,7
292,42
141,30
199,36
366,41
288,41
32,7
384,41
281,41
196,38
234,37
311,41
62,11
283,41
240,36
245,32
51,10
383,41
119,29
197,36
372,41
245,32
311,41
145,32
220,36
301,41
199,36
161,30
178,28
374,43
219,36
55,7
38,7
118,28
225,32
282,41
263,32
285,41
151,35
48,14
181,32
239,36
385,41
110,24
180,36
42,11
242,32
225,32
386,41
39,7
211,32
222,32
49,14
347,41
21,8
112,26
73,7
260,36
193,37
288,41
81,11
150,32
392,41
200,36
382,41
68,14
157,28
62,11
79,15
305,41
75,7
306,41
84,17
369,41
396,46
222,32
235,37
164,32
368,41
378,46
377,46
396,46
293,42
247,32
208,32
366,41
84,17
231,32
73,7
280,36
99,15
245,32
205,32
348,41
88,20
121,30
67,13
382,41
356,43
86,19
11,7
236,37
225,32
279,36
198,36
391,41
390,41
235,37
364,41
186,32
381,41
12,7
93,7
333,42
190,32
42,11
381,41
76,7
28,5
205,32
194,37
252,32
224,32
224,32
199,36
259,36
79,15
396,46
121,30
58,7
360,47
314,42
331,41
102,16
285,41
159,36
337,46
271,32
138,28
179,36
16,7
392,41
19,7
82,16
179,36
368,41
80,15
41,8
172,37
384,41
245,32
11,7
224,32
66,13
273,42
292,42
356,43
280,36
388,41
257,40
303,41
35,7
368,41
371,41
258,40
207,32
364,41
200,36
137,28
27,5
135,34
245,32
14,7
286,41
149,32
245,32
81,11
160,36
27,5
323,41
260,36
392,41
392,41
368,41
364,41
244,32
159,36
184,32
323,41
7,5
323,41
206,32
164,32
382,41
131,25
299,45
138,28
127,32
305,41
323,41
152,35
393,41
26,4
11,7
254,37
314,42
202,32
343,41
58,7
179,36
127,32
27,5
134,33
189,32
280,36
52,10
352,41
207,32
329,41
280,36
204,32
151,35
260,36
154,35
325,41
29,5
361,41
225,32
225,32
231,32
347,41
246,32
202,32
368,41
99,15
142,30
345,41
345,41
292,42
119,29
321,41
398,46
126,32
81,11
62,11
400,49
168,32
374,43
13,7
81,11
188,32
164,32
380,48
325,41
383,41
339,47
59,15
240,36
383,41
121,30
63,16
147,32
28,5
18,7
25,3
330,41
33,7
293,42
367,41
54,7
98,15
265,32
383,41
278,40
207,32
56,7
214,37
314,42
120,29
75,7
125,31
161,30
257,40
305,41
123,31
397,46
270,32
275,39
5,3
293,42
92,10
103,22
13,7
236,37
347,41
331,41
335,43
349,41
93,7
337,46
270,32
205,32
345,41
317,46
138,28
5,3
106,23
194,37
21,8
121,30
345,41
332,41
126,32
38,7
327,41
233,37
110,24
239,36
79,15
40,7
323,41
73,7
7,5
140,29
47,14
392,41
226,32
201,31
261,41
35,7
271,32
355,43
132,26
48,14
283,41
52,10
195,37
17,7
94,7
218,36
277,40
285,41
92,10
33,7
84,17
53,7
371,41
18,7
156,28
63,16
183,32
364,41
139,29
226,32
77,7
100,15
390,41
88,20
371,41
18,7
242,32
345,41
222,32
394,43
20,7
262,41
300,45
282,41
246,32
292,42
369,41
400,49
80,15
335,43
60,15
309,41
51,10
222,32
352,41
159,36
164,32
333,42
159,36
203,32
373,41
344,41
157,28
244,32
382,41
32,7
398,46
322,41
119,29
147,32
330,41
37,7
260,36
225,32
18,7
368,41
133,33
185,32
366,41
55,7
395,43
360,47
306,41
380,48
125,31
392,41
215,37
59,15
277,40
329,41
380,48
252,32
229,32
62,11
340,47
270,32
137,28
73,7
68,14
303,41
304,41
238,38
223,32
202,32
369,41
159,36
132,26
143,32
378,46
3,2
266,32
9,5
283,41
263,32
186,32
287,41
202,32
57,7
159,36
79,15
75,7
53,7
289,41
195,37
136,28
389,41
151,35
168,32
76,7
271,32
223,32
388,41
225,32
270,32
136,28
21,8
233,37
170,32
365,41
365,41
252,32
157,28
305,41
125,31
379,48
386,41
56,7
286,41
43,11
22,1
265,32
220,36
66,13
144,32
130,25
376,46
132,26
396,46
116,28
221,31
56,7
229,32
15,7
161,30
329,41
56,7
283,41
200,36
349,41
247,32
193,37
250,32
185,32
382,41
141,30
159,36
360,47
204,32
164,32
219,36
183,32
198,36
347,41
240,36
348,41
383,41
57,7
274,37
240,36
221,31
287,41
330,41
139,29
156,28
386,41
285,41
89,20
1,1
385,41
314,42
183,32
203,32
365,41
218,36
261,41
170,32
359,47
357,46
184,32
11,7
100,15
63,16
372,41
140,29
138,28
357,46
364,41
204,32
321,41
173,37
79,15
155,34
161,30
334,42
5,3
297,44
208,32
331,41
368,41
112,26
363,41
54,7
190,32
113,27
398,46
272,42
128,32
304,41
361,41
86,19
18,7
307,41
84,17
267,32
361,41
206,32
74,7
225,32
324,41
349,41
161,30
159,36
379,48
400,49
157,28
260,36
344,41
48,14
263,32
388,41
53,7
169,32
179,36
385,41
223,32
300,45
361,41
129,32
65,17
124,31
178,28
161,30
358,46
84,17
236,37
305,41
178,28
75,7
400,49
241,31
110,24
378,46
329,41
322,41
225,32
214,37
245,32
86,19
89,20
127,32
197,36
271,32
86,19
390,41
390,41
178,28
384,41
159,36
158,28
334,42
249,32
181,32
136,28
1,1
199,36
126,32
187,32
323,41
240,36
146,32
184,32
134,33
74,7
261,41
142,30
320,45
329,41
346,41
110,24
58,7
312,42
350,41
364,41
233,37
383,41
38,7
43,11
5,3
148,32
353,43
233,37
349,41
37,7
264,32
117,28
8,5
335,43
126,32
280,36
386,41
367,41
260,36
386,41
203,32
279,36
399,49
220,36
48,14
135,34
183,32
195,37
61,11
198,36
159,36
12,7
49,14
18,7
143,32
45,12
385,41
400,49
354,43
51,10
399,49
388,41
305,41
257,40
222,32
145,32
147,32
160,36
12,7
246,32
169,32
46,13
221,31
76,7
317,46
157,28
116,28
248,32
77,7
223,32
63,16
4,3
100,15
35,7
164,32
173,37
359,47
242,32
220,36
365,41
340,47
20,7
79,15
222,32
54,7
360,47
325,41
244,32
261,41
73,7
269,32
307,41
157,28
384,41
279,36
344,41
22,1
322,41
128,32
221,31
364,41
299,45
326,41
277,40
87,19
99,15
360,47
219,36
329,41
270,32
305,41
205,32
185,32
199,36
339,47
305,41
174,37
60,15
393,41
73,7
33,7
351,41
113,27
388,41
119,29
94,7
13,7
16,7
399,49
157,28
58,7
246,32
168,32
372,41
194,37
356,43
16,7
129,32
260,36
35,7
124,31
78,7
224,32
322,41
160,36
386,41
384,41
180,36
303,41
207,32
147,32
144,32
267,32
222,32
95,7
36,7
205,32
133,33
328,41
363,41
326,41
97,7
233,37
263,32
157,28
193,37
83,17
292,42
395,43
53,7
239,36
384,41
60,15
234,37
312,42
160,36
183,32
144,32
338,46
375,43
135,34
177,28
169,32
393,41
80,15
54,7
240,36
343,41
398,46
130,25
393,41
32,7
54,7
334,42
157,28
399,49
211,32
82,16
19,7
279,36
170,32
173,37
280,36
166,32
386,41
377,46
185,32
247,32
207,32
33,7
346,41
234,37
326,41
59,15
4,3
17,7
398,46
245,32
229,32
216,37
281,41
37,7
323,41
225,32
233,37
348,41
343,41
387,41
246,32
371,41
140,29
200,36
31,10
343,41
119,29
164,32
246,32
73,7
363,41
199,36
384,41
183,32
84,17
342,41
63,16
320,45
93,7
76,7
79,15
118,28
290,32
39,7
138,28
132,26
135,34
391,41
46,13
205,32
110,24
39,7
241,31
94,7
111,25
342,41
245,32
158,28
292,42
167,32
125,31
211,32
231,32
277,40
97,7
31,10
253,37
234,37
198,36
160,36
78,7
200,36
206,32
349,41
176,24
199,36
124,31
338,46
117,28
383,41
383,41
110,24
12,7
179,36
226,32
140,29
225,32
28,5
69,14
120,29
147,32
293,42
147,32
133,33
236,37
358,46
150,32
124,31
324,41
80,15
287,41
96,7
317,46
41,8
39,7
382,41
211,32
71,18
154,35
290,32
234,37
253,37
384,41
364,41
247,32
84,17
84,17
28,5
77,7
353,43
119,29
228,32
261,41
134,33
146,32
331,41
351,41
331,41
73,7
74,7
328,41
262,41
220,36
285,41
350,41
90,21
324,41
236,37
213,37
180,36
36,7
244,32
362,41
273,42
15,7
128,32
136,28
326,41
40,7
40,7
219,36
74,7
333,42
145,32
309,41
147,32
1,1
23,9
161,30
366,41
367,41
75,7
341,41
394,43
308,41
386,41
13,7
39,7
215,37
253,37
81,11
58,7
73,7
201,31
95,7
184,32
58,7
239,36
156,28
73,7
263,32
265,32
348,41
345,41
77,7
387,41
390,41
278,40
69,14
67,13
392,41
278,40
137,28
386,41
259,36
364,41
71,18
267,32
205,32
385,41
68,14
245,32
45,12
161,30
262,41
194,37
300,45
159,36
376,46
345,41
219,36
158,28
287,41
325,41
245,32
221,31
15,7
73,7
78,7
264,32
383,41
7,5
212,37
399,49
193,37
319,45
144,32
117,28
134,33
308,41
9,5
168,32
133,33
128,32
59,15
111,25
206,32
381,41
387,41
309,41
163,32
313,42
334,42
306,41
23,9
269,32
147,32
117,28
123,31
80,15
222,32
141,30
147,32
245,32
58,7
4,3
86,19
62,11
245,32
49,14
11,7
177,28
131,25
136,28
36,7
273,42
220,36
392,41
304,41
303,41
179,36
112,26
134,33
4,3
161,30
265,32
326,41
58,7
398,46
161,30
141,30
400,49
218,36
320,45
256,39
202,32
347,41
75,7
271,32
19,7
322,41
372,41
158,28
309,41
309,41
236,37
303,41
58,7
299,45
194,37
90,21
161,30
200,36
323,41
371,41
9,5
240,36
84,17
84,17
303,41
328,41
219,36
236,37
202,32
179,36
103,22
228,32
163,32
80,15
383,41
5,3
348,41
388,41
53,7
193,37
77,7
366,41
204,32
222,32
370,41
48,14
177,28
138,28
325,41
365,41
348,41
365,41
191,37
263,32
227,32
218,36
324,41
166,32
167,32
173,37
324,41
368,41
347,41
363,41
235,37
225,32
307,41
156,28
18,7
324,41
383,41
321,41
255,37
11,7
71,18
222,32
245,32
210,32
49,14
161,30
378,46
226,32
185,32
375,43
185,32
370,41
263,32
363,41
114,27
130,25
190,32
153,35
259,36
394,43
364,41
120,29
130,25
39,7
113,27
179,36
137,28
342,41
230,32
11,7
372,41
32,7
287,41
87,19
222,32
346,41
80,15
181,32
225,32
60,15
144,32
141,30
58,7
382,41
165,32
100,15
147,32
52,10
290,32
56,7
361,41
164,32
324,41
389,41
361,41
177,28
28,5
376,46
259,36
271,32
367,41
88,20
385,41
77,7
78,7
163,32
156,28
328,41
289,41
136,28
388,41
334,42
73,7
377,46
1,1
81,11
372,41
384,41
367,41
273,42
112,26
273,42
120,29
136,28
291,32
220,36
69,14
257,40
364,41
128,32
55,7
373,41
331,41
233,37
204,32
399,49
348,41
243,32
387,41
131,25
117,28
367,41
314,42
234,37
397,46
137,28
300,45
195,37
370,41
223,32
336,43
379,48
364,41
187,32
158,28
160,36
314,42
103,22
323,41
399,49
100,15
165,32
225,32
343,41
318,44
306,41
335,43
359,47
343,41
58,7
246,32
46,13
181,32
218,36
207,32
155,34
49,14
67,13
224,32
292,42
254,37
17,7
4,3
125,31
350,41
246,32
226,32
332,41
187,32
156,28
260,36
331,41
236,37
200,36
382,41
167,32
213,37
195,37
393,41
348,41
87,19
369,41
234,37
267,32
128,32
4,3
42,11
186,32
139,29
128,32
19,7
308,41
81,11
342,41
224,32
300,45
241,31
261,41
201,31
62,11
386,41
64,17
248,32
345,41
59,15
87,19
168,32
1,1
368,41
193,37
238,38
331,41
290,32
134,33
38,7
346,41
200,36
21,8
260,36
126,32
150,32
78,7
166,32
63,16
324,41
51,10
310,41
54,7
341,41
82,16
220,36
280,36
256,39
174,37
8,5
329,41
20,7
1,1
48,14
246,32
348,41
100,15
278,40
225,32
254,37
367,41
48,14
43,11
253,37
205,32
49,14
33,7
389,41
281,41
386,41
16,7
186,32
364,41
221,31
282,41
1,1
316,43
330,41
140,29
