FlowSOM_cluster,FlowSOM_metacluster
237,27
326,28
423,30
10,1
411,28
403,30
106,13
371,28
255,19
11,2
246,28
360,30
343,30
391,28
332,28
387,30
270,31
381,30
325,28
22,1
84,10
385,30
142,14
371,28
373,28
298,30
291,31
63,7
348,28
344,30
238,27
370,28
362,30
268,28
376,30
228,29
343,30
379,30
386,30
64,1
338,30
208,26
16,4
324,30
336,31
320,30
268,28
99,8
210,24
212,19
217,27
58,4
340,30
251,26
213,19
430,28
304,28
346,28
282,28
406,30
19,4
147,12
3,1
65,1
158,2
347,28
86,1
276,30
97,2
273,31
417,28
29,1
244,28
399,30
387,30
411,28
198,25
162,14
5,1
427,30
64,1
112,2
77,8
85,1
348,28
96,2
313,31
124,11
434,28
115,2
210,24
186,21
180,2
208,26
200,2
405,30
54,2
19,4
386,30
288,28
188,24
188,24
132,17
226,28
251,26
311,28
184,23
12,2
285,28
420,30
3,1
384,30
213,19
263,28
6,1
280,30
108,1
369,28
349,28
383,30
7,1
52,1
340,30
411,28
310,28
6,1
349,28
361,30
28,1
3,1
423,30
121,14
64,1
84,10
322,30
203,23
380,30
400,30
47,1
147,12
321,30
323,30
387,30
394,28
181,2
373,28
269,28
188,24
46,1
440,30
285,28
10,1
399,30
202,2
324,30
53,2
261,28
339,30
245,28
438,28
6,1
325,28
3,1
417,28
37,4
56,8
385,30
417,28
366,30
66,1
65,1
312,28
360,30
315,31
21,6
306,28
372,28
232,19
298,30
239,27
40,4
361,30
78,8
436,28
405,30
249,29
346,28
321,30
6,1
48,1
187,21
213,19
400,30
314,31
234,19
349,28
419,30
363,30
353,28
147,12
386,30
230,26
23,1
339,30
77,8
296,30
191,19
348,28
219,25
147,12
329,28
39,4
216,27
351,28
255,19
409,28
212,19
414,28
211,19
395,28
268,28
434,28
322,30
238,27
178,2
151,20
282,28
38,4
427,30
417,28
378,30
356,31
183,23
247,28
185,23
386,30
404,30
297,30
290,28
183,23
116,2
72,1
427,30
328,28
152,17
317,30
156,2
419,30
440,30
330,28
380,30
106,13
319,30
401,30
12,2
380,30
339,30
322,30
299,30
303,30
263,28
233,19
213,19
188,24
96,2
238,27
96,2
440,30
305,28
104,12
272,31
188,24
236,27
239,27
288,28
422,30
428,30
75,2
74,2
67,1
369,28
98,8
182,23
267,28
156,2
437,28
398,30
277,30
280,30
278,30
329,28
138,2
207,21
96,2
312,28
89,1
315,31
337,30
17,4
368,28
316,30
7,1
256,30
385,30
398,30
425,30
232,19
194,19
262,28
74,2
44,1
26,1
49,1
374,28
345,30
235,19
440,30
96,2
232,19
394,28
287,28
432,28
309,28
65,1
4,1
429,28
144,11
347,28
68,1
46,1
386,30
384,30
300,30
436,28
298,30
17,4
43,1
2,1
374,28
124,11
294,31
397,30
157,2
343,30
280,30
271,31
343,30
95,2
423,30
429,28
24,1
238,27
65,1
136,2
359,30
144,11
16,4
51,1
293,31
394,28
64,1
378,30
183,23
348,28
212,19
396,28
377,30
360,30
384,30
28,1
220,25
359,30
438,28
353,28
42,7
418,30
17,4
261,28
360,30
185,23
90,1
309,28
327,28
358,30
47,1
125,12
254,19
88,1
262,28
174,22
192,19
47,1
25,1
67,1
134,2
101,11
191,19
27,1
203,23
88,1
170,19
367,28
344,30
27,1
3,1
268,28
340,30
65,1
410,28
370,28
303,30
330,28
61,4
220,25
427,30
288,28
228,29
335,31
211,19
44,1
399,30
151,20
57,8
23,1
344,30
219,25
61,4
231,26
204,23
101,11
299,30
58,4
67,1
1,1
265,28
22,1
214,19
253,19
280,30
388,28
212,19
330,28
324,30
330,28
391,28
389,28
71,1
212,19
287,28
31,1
75,2
24,1
336,31
398,30
254,19
22,1
126,12
26,1
396,28
208,26
33,2
259,27
362,30
345,30
411,28
170,19
358,30
193,19
321,30
64,1
240,25
285,28
3,1
429,28
272,31
18,4
28,1
379,30
435,28
1,1
305,28
265,28
265,28
427,30
284,28
307,28
25,1
372,28
309,28
19,4
242,28
1,1
107,13
4,1
187,21
74,2
246,28
214,19
364,30
204,23
323,30
136,2
231,26
44,1
5,1
438,28
117,2
45,1
268,28
26,1
7,1
231,26
383,30
244,28
389,28
421,30
176,22
363,30
427,30
156,2
189,24
373,28
88,1
106,13
238,27
184,23
384,30
68,1
376,30
66,1
50,1
101,11
406,30
273,31
36,4
295,30
328,28
48,1
305,28
238,27
433,28
326,28
55,2
300,30
180,2
391,28
338,30
232,19
238,27
418,30
329,28
260,27
339,30
202,2
414,28
347,28
279,30
46,1
37,4
290,28
385,30
60,4
342,30
133,2
67,1
237,27
413,28
279,30
300,30
370,28
130,16
298,30
287,28
49,1
252,26
32,2
80,8
377,30
258,27
304,28
329,28
105,12
371,28
76,2
4,1
233,19
363,30
75,2
10,1
212,19
287,28
285,28
58,4
311,28
330,28
305,28
113,2
385,30
414,28
400,30
330,28
351,28
152,17
132,17
141,14
65,1
228,29
331,28
367,28
303,30
24,1
10,1
389,28
350,28
272,31
97,2
253,19
343,30
