FlowSOM_cluster,FlowSOM_metacluster
780,70
622,58
489,66
10,2
737,58
549,66
254,29
761,58
668,67
11,2
590,54
716,66
608,66
761,58
478,54
712,66
330,41
491,66
596,58
170,1
82,13
686,66
20,4
733,58
454,58
721,66
358,41
168,21
680,58
518,66
751,70
704,58
632,66
646,54
537,58
245,25
553,66
740,64
522,66
60,1
745,66
222,27
323,35
623,58
446,57
601,66
561,54
241,24
280,27
670,68
723,69
381,35
693,66
277,36
614,68
681,58
570,58
596,58
757,58
741,64
405,53
28,8
85,1
200,1
129,10
679,58
225,29
748,66
73,10
334,47
487,58
35,2
674,54
467,61
684,66
373,51
448,65
20,4
30,1
601,66
227,1
178,9
271,25
256,29
650,58
43,3
359,47
80,5
429,58
126,9
280,27
193,18
131,10
250,27
187,10
522,66
71,10
433,53
494,66
535,54
251,28
252,28
314,45
646,54
306,36
450,54
135,18
16,3
539,58
467,61
59,1
604,66
699,68
568,58
32,1
722,69
253,29
705,58
677,58
713,66
5,1
96,9
658,66
736,58
506,54
4,1
704,58
520,66
63,1
29,1
465,66
20,4
33,1
82,13
639,69
133,17
687,66
740,64
116,1
27,8
490,66
555,66
712,66
484,58
159,10
426,58
367,54
251,28
172,1
552,66
567,58
8,2
440,61
132,10
638,66
41,3
694,69
716,66
618,54
515,66
62,1
596,58
57,1
566,58
324,35
327,39
685,66
537,58
462,64
59,1
171,1
366,54
631,66
391,42
112,16
536,54
397,58
726,68
720,66
76,11
349,53
660,66
242,24
570,58
576,66
218,25
596,58
662,66
33,1
119,1
221,26
670,68
740,64
417,57
643,68
678,58
497,61
517,66
450,54
56,8
494,66
392,42
114,1
718,66
239,9
749,69
558,67
712,66
476,65
28,8
648,58
432,53
752,70
397,58
613,68
682,58
698,68
430,55
696,67
481,58
357,41
401,58
579,66
752,70
102,10
287,38
693,66
350,35
544,66
510,58
411,61
501,57
190,17
329,41
164,18
768,64
495,66
748,66
367,54
161,17
155,10
93,2
546,66
676,58
342,45
718,66
183,10
552,66
495,66
397,58
686,66
283,29
628,66
463,64
12,3
715,66
718,66
638,66
635,66
600,66
649,58
726,68
586,68
223,28
43,3
752,70
16,3
524,66
541,58
25,7
332,47
251,28
781,70
76,11
563,54
436,64
545,66
72,10
70,3
145,1
706,58
214,24
161,17
561,54
236,9
543,66
498,61
719,66
722,69
772,66
564,54
71,10
248,26
43,3
422,54
231,20
390,47
773,66
380,35
706,58
774,66
5,1
713,66
713,66
469,61
575,66
699,68
672,68
729,58
69,3
171,1
118,1
121,2
482,58
566,58
642,68
524,66
16,3
728,68
484,58
562,54
766,58
394,54
226,1
3,1
627,58
108,5
653,58
148,20
31,1
549,66
605,66
607,66
541,58
690,66
352,35
199,1
142,1
481,58
52,6
390,47
488,66
211,9
552,66
633,66
332,47
554,66
97,9
463,64
626,58
32,1
752,70
198,1
71,10
689,66
108,5
322,35
94,9
360,47
513,58
227,1
417,57
190,17
680,58
698,68
509,58
412,61
716,66
550,66
34,2
476,65
716,66
515,66
449,54
168,21
