FlowSOM_cluster,FlowSOM_metacluster
253,21
230,17
279,17
255,17
279,17
257,23
255,17
231,21
255,17
203,23
279,17
255,17
279,17
231,21
255,17
255,17
255,17
231,21
72,9
230,17
231,21
230,17
231,21
257,23
233,23
256,23
231,21
256,23
279,17
256,23
229,21
255,17
230,17
253,21
230,17
256,23
232,23
231,21
232,23
256,23
253,21
279,17
208,7
231,21
279,17
256,23
256,23
230,17
231,21
279,17
230,17
255,17
279,17
255,17
253,21
279,17
254,17
230,17
232,23
254,17
255,17
279,17
279,17
230,17
230,17
278,29
209,7
255,17
231,21
230,17
204,21
257,23
255,17
257,23
254,17
96,17
232,23
231,21
254,17
231,21
253,21
232,23
232,23
254,17
255,17
231,21
96,17
205,21
96,17
231,21
230,17
255,17
255,17
232,23
256,23
96,17
253,21
227,23
255,17
120,17
209,7
231,21
230,17
255,17
253,21
230,17
120,17
253,21
253,21
279,17
227,23
254,17
120,17
230,17
255,17
254,17
255,17
120,17
205,21
279,17
254,17
231,21
230,17
279,17
279,17
254,17
279,17
302,33
255,17
279,17
279,17
254,17
205,21
279,17
253,21
279,17
232,23
231,21
255,17
255,17
180,21
206,21
230,17
279,17
279,17
256,23
205,21
256,23
255,17
255,17
232,23
230,17
279,17
279,17
256,23
254,17
96,17
279,17
230,17
255,17
279,17
256,23
256,23
279,17
231,21
230,17
279,17
255,17
230,17
232,23
253,21
96,17
253,21
256,23
255,17
230,17
230,17
209,7
231,21
230,17
279,17
255,17
255,17
20,8
255,17
279,17
227,23
230,17
303,34
232,23
230,17
256,23
255,17
184,7
255,17
232,23
205,21
206,21
279,17
232,23
230,17
205,21
256,23
280,22
256,23
230,17
230,17
255,17
279,17
230,17
204,21
231,21
230,17
278,29
255,17
256,23
230,17
206,21
279,17
255,17
256,23
279,17
231,21
255,17
230,17
279,17
232,23
279,17
279,17
232,23
279,17
232,23
278,29
279,17
204,21
253,21
279,17
232,23
278,29
279,17
278,29
230,17
230,17
206,21
257,23
231,21
232,23
231,21
231,21
277,29
279,17
255,17
96,17
72,9
230,17
230,17
231,21
96,17
204,21
279,17
256,23
253,21
230,17
232,23
255,17
232,23
279,17
279,17
277,29
120,17
279,17
255,17
231,21
349,41
96,17
204,21
231,21
232,23
349,41
209,7
257,23
279,17
254,17
229,21
230,17
204,21
231,21
255,17
231,21
209,7
255,17
255,17
255,17
255,17
278,29
232,23
255,17
230,17
279,17
209,7
230,17
229,21
279,17
256,23
279,17
349,41
255,17
232,23
255,17
120,17
96,17
206,21
257,23
254,17
231,21
255,17
255,17
279,17
279,17
232,23
96,17
326,33
231,21
279,17
254,17
230,17
229,21
255,17
254,17
254,17
96,17
96,17
253,21
256,23
279,17
230,17
256,23
255,17
204,21
204,21
255,17
96,17
280,22
256,23
349,41
120,17
279,17
231,21
255,17
255,17
120,17
239,20
349,41
254,17
256,23
232,23
230,17
257,23
229,21
256,23
255,17
255,17
96,17
231,21
227,23
230,17
256,23
230,17
96,17
205,21
326,33
231,21
230,17
230,17
232,23
254,17
230,17
254,17
96,17
229,21
279,17
279,17
232,23
255,17
279,17
254,17
231,21
278,29
120,17
230,17
232,23
254,17
255,17
279,17
255,17
96,17
96,17
205,21
96,17
120,17
96,17
206,21
255,17
230,17
256,23
207,7
255,17
232,23
257,23
232,23
279,17
256,23
230,17
20,8
255,17
255,17
279,17
253,21
96,17
279,17
120,17
277,29
255,17
229,21
96,17
230,17
230,17
230,17
230,17
230,17
255,17
230,17
204,21
279,17
230,17
230,17
206,21
254,17
279,17
96,17
278,29
232,23
255,17
232,23
253,21
254,17
255,17
120,17
279,17
279,17
229,21
256,23
256,23
279,17
203,23
326,33
279,17
230,17
205,21
279,17
256,23
96,17
120,17
490,55
256,23
255,17
255,17
255,17
279,17
254,17
232,23
279,17
279,17
279,17
232,23
254,17
302,33
232,23
230,17
255,17
256,23
232,23
256,23
232,23
255,17
279,17
96,17
96,17
120,17
96,17
230,17
232,23
96,17
254,17
230,17
231,21
279,17
230,17
253,21
255,17
255,17
227,23
255,17
255,17
255,17
278,29
96,17
205,21
279,17
231,21
120,17
232,23
231,21
279,17
255,17
256,23
256,23
255,17
279,17
279,17
279,17
255,17
255,17
280,22
230,17
232,23
230,17
279,17
232,23
255,17
205,21
279,17
232,23
255,17
231,21
230,17
231,21
230,17
231,21
120,17
231,21
120,17
256,23
253,21
279,17
278,29
254,17
302,33
255,17
278,29
279,17
72,9
120,17
302,33
254,17
256,23
232,23
204,21
279,17
232,23
257,23
254,17
206,21
255,17
231,21
255,17
255,17
255,17
256,23
204,21
279,17
232,23
230,17
328,22
279,17
279,17
256,23
96,17
232,23
279,17
279,17
255,17
230,17
255,17
255,17
72,9
279,17
279,17
232,23
279,17
96,17
255,17
256,23
279,17
230,17
96,17
279,17
254,17
256,23
256,23
256,23
207,7
278,29
256,23
255,17
278,29
205,21
231,21
230,17
279,17
256,23
255,17
232,23
229,21
256,23
204,21
232,23
254,17
254,17
231,21
232,23
254,17
255,17
279,17
255,17
204,21
209,7
232,23
209,7
302,33
255,17
256,23
255,17
256,23
279,17
279,17
255,17
254,17
232,23
232,23
205,21
230,17
209,7
255,17
231,21
228,21
205,21
254,17
231,21
230,17
255,17
348,41
230,17
232,23
232,23
279,17
253,21
232,23
255,17
230,17
96,17
231,21
256,23
279,17
96,17
255,17
255,17
279,17
209,7
144,20
255,17
205,21
254,17
96,17
231,21
231,21
254,17
279,17
255,17
232,23
231,21
231,21
255,17
231,21
256,23
256,23
205,21
257,23
204,21
255,17
96,17
257,23
256,23
120,17
279,17
256,23
72,9
279,17
230,17
255,17
326,33
232,23
490,55
279,17
256,23
255,17
279,17
255,17
96,17
96,17
230,17
231,21
253,21
277,29
279,17
255,17
254,17
231,21
279,17
349,41
232,23
255,17
96,17
255,17
257,23
255,17
303,34
279,17
279,17
96,17
279,17
231,21
256,23
253,21
256,23
231,21
120,17
230,17
255,17
231,21
279,17
230,17
