FlowSOM_cluster,FlowSOM_metacluster
48,24
25,10
26,10
26,10
26,10
60,33
26,10
25,10
26,10
59,33
26,10
26,10
26,10
25,10
25,10
25,10
25,10
25,10
1,1
60,33
25,10
25,10
25,10
60,33
60,33
60,33
25,10
60,33
26,10
25,10
59,33
25,10
25,10
60,33
60,33
25,10
60,33
25,10
59,33
60,33
60,33
60,33
25,10
25,10
26,10
25,10
60,33
60,33
25,10
26,10
25,10
26,10
26,10
25,10
48,24
60,33
25,10
25,10
60,33
48,24
26,10
26,10
60,33
25,10
25,10
60,33
60,33
26,10
25,10
25,10
59,33
60,33
26,10
60,33
25,10
26,10
25,10
25,10
48,24
25,10
48,24
60,33
60,33
26,10
26,10
25,10
26,10
60,33
26,10
25,10
25,10
26,10
25,10
60,33
25,10
25,10
60,33
60,33
25,10
26,10
60,33
25,10
25,10
25,10
48,24
25,10
26,10
48,24
60,33
26,10
60,33
26,10
26,10
60,33
26,10
26,10
25,10
26,10
59,33
26,10
26,10
25,10
25,10
26,10
26,10
25,10
60,33
37,14
25,10
26,10
26,10
26,10
48,24
26,10
60,33
26,10
60,33
25,10
26,10
26,10
25,10
25,10
25,10
26,10
60,33
25,10
48,24
25,10
26,10
26,10
60,33
60,33
26,10
26,10
25,10
26,10
26,10
26,10
48,24
25,10
26,10
25,10
25,10
26,10
25,10
25,10
26,10
25,10
26,10
60,33
60,33
26,10
48,24
60,33
25,10
48,24
25,10
60,33
25,10
26,10
26,10
25,10
25,10
25,10
26,10
6,2
60,33
25,10
26,10
60,33
25,10
25,10
25,10
14,6
26,10
60,33
59,33
25,10
26,10
59,33
25,10
59,33
60,33
26,10
60,33
26,10
25,10
26,10
26,10
25,10
59,33
25,10
25,10
26,10
25,10
25,10
25,10
25,10
26,10
25,10
25,10
25,10
25,10
25,10
25,10
60,33
59,33
60,33
26,10
25,10
26,10
60,33
60,33
60,33
59,33
48,24
26,10
60,33
48,24
60,33
48,24
25,10
25,10
25,10
60,33
25,10
60,33
59,33
25,10
49,25
26,10
26,10
25,10
25,10
25,10
25,10
25,10
25,10
60,33
26,10
25,10
60,33
48,24
60,33
26,10
60,33
26,10
26,10
37,14
26,10
60,33
25,10
59,33
25,10
26,10
59,33
25,10
60,33
47,23
60,33
60,33
26,10
48,24
59,33
25,10
59,33
25,10
25,10
25,10
60,33
26,10
25,10
25,10
26,10
48,24
60,33
25,10
25,10
26,10
60,33
25,10
48,24
60,33
25,10
26,10
47,23
25,10
60,33
26,10
26,10
25,10
25,10
60,33
26,10
25,10
25,10
26,10
60,33
60,33
60,33
26,10
37,14
25,10
26,10
48,24
25,10
48,24
25,10
48,24
48,24
26,10
26,10
60,33
59,33
26,10
48,24
59,33
25,10
25,10
60,33
25,10
26,10
26,10
60,33
37,14
26,10
26,10
25,10
26,10
25,10
26,10
6,2
47,23
48,24
60,33
25,10
48,24
60,33
48,24
25,10
26,10
26,10
26,10
25,10
60,33
25,10
25,10
25,10
26,10
59,33
37,14
25,10
25,10
25,10
60,33
26,10
26,10
26,10
25,10
48,24
26,10
60,33
60,33
25,10
26,10
26,10
25,10
25,10
26,10
25,10
60,33
48,24
25,10
26,10
25,10
26,10
26,10
48,24
26,10
26,10
26,10
25,10
25,10
25,10
60,33
25,10
26,10
59,33
60,33
60,33
60,33
60,33
60,33
1,1
25,10
25,10
26,10
