FlowSOM_cluster,FlowSOM_metacluster
477,16
401,17
350,17
349,17
324,17
322,17
298,17
375,17
350,17
198,10
350,17
350,17
350,17
399,16
349,17
323,17
323,17
323,17
375,17
321,16
399,16
400,17
399,16
296,17
295,16
322,17
399,16
322,17
323,17
322,17
451,16
322,17
400,17
321,16
452,16
322,17
321,16
476,16
322,17
296,17
321,16
323,17
348,17
373,16
323,17
297,17
322,17
401,17
349,17
323,17
400,17
350,17
324,17
349,17
452,16
296,17
348,17
400,17
321,16
324,17
350,17
323,17
323,17
400,17
400,17
477,16
321,16
348,17
527,34
400,17
322,17
296,17
349,17
296,17
400,17
350,17
322,17
399,16
401,17
399,16
401,17
321,16
322,17
375,17
349,17
375,17
375,17
452,16
350,17
399,16
375,17
349,17
373,16
322,17
295,16
375,17
296,17
295,16
399,16
349,17
296,17
399,16
400,17
348,17
452,16
375,17
349,17
452,16
321,16
324,17
198,10
376,17
349,17
348,17
349,17
375,17
322,17
349,17
426,16
323,17
375,17
400,17
400,17
323,17
323,17
375,17
323,17
528,33
349,17
323,17
323,17
375,17
426,16
350,17
321,16
323,17
348,17
400,17
323,17
349,17
399,16
400,17
400,17
349,17
323,17
348,17
400,17
322,17
350,17
349,17
322,17
321,16
324,17
323,17
322,17
375,17
350,17
323,17
400,17
297,17
323,17
322,17
322,17
323,17
399,16
348,17
350,17
322,17
374,17
321,16
401,17
350,17
321,16
452,16
399,16
400,17
374,17
348,17
375,17
375,17
323,17
349,17
322,17
527,34
350,17
131,6
321,16
399,16
350,17
347,16
400,17
322,17
322,17
373,16
349,17
322,17
425,16
348,17
323,17
322,17
400,17
451,16
322,17
350,17
401,17
375,17
400,17
348,17
350,17
400,17
322,17
322,17
400,17
323,17
400,17
400,17
400,17
400,17
323,17
349,17
348,17
323,17
322,17
375,17
400,17
323,17
322,17
321,16
350,17
322,17
323,17
322,17
321,16
323,17
425,16
477,16
401,17
322,17
323,17
296,17
477,16
400,17
375,17
375,17
296,17
322,17
322,17
399,16
400,17
477,16
348,17
349,17
375,17
375,17
400,17
400,17
400,17
375,17
321,16
323,17
322,17
321,16
400,17
321,16
350,17
322,17
323,17
323,17
528,33
350,17
296,17
323,17
399,16
375,17
401,17
322,17
322,17
296,17
553,39
321,16
296,17
348,17
375,17
399,16
400,17
451,16
348,17
348,17
349,17
321,16
348,17
349,17
399,16
350,17
324,17
322,17
348,17
399,16
324,17
295,16
399,16
477,16
348,17
322,17
350,17
554,33
349,17
321,16
323,17
350,17
374,17
400,17
321,16
375,17
322,17
400,17
297,17
296,17
323,17
322,17
375,17
528,33
399,16
323,17
477,16
400,17
451,16
374,17
400,17
323,17
350,17
375,17
321,16
398,16
323,17
401,17
322,17
399,16
425,16
322,17
323,17
350,17
323,17
322,17
580,42
350,17
324,17
399,16
349,17
323,17
350,17
298,17
553,39
324,17
322,17
322,17
400,17
296,17
476,16
400,17
349,17
349,17
350,17
399,16
295,16
400,17
425,16
400,17
350,17
425,16
529,33
348,17
375,17
400,17
321,16
323,17
401,17
324,17
375,17
451,16
350,17
323,17
322,17
322,17
323,17
324,17
399,16
323,17
349,17
348,17
322,17
375,17
399,16
323,17
348,17
350,17
350,17
451,16
350,17
350,17
375,17
400,17
349,17
400,17
323,17
374,17
349,17
322,17
296,17
322,17
321,16
322,17
452,16
527,34
375,17
349,17
323,17
477,16
350,17
323,17
349,17
477,16
323,17
451,16
350,17
400,17
375,17
400,17
400,17
400,17
349,17
401,17
477,16
323,17
400,17
401,17
400,17
400,17
323,17
375,17
502,16
322,17
322,17
296,17
452,16
477,16
374,17
349,17
348,17
376,17
451,16
321,16
322,17
323,17
172,5
555,33
296,17
400,17
452,16
323,17
322,17
375,17
350,17
376,17
297,17
349,17
323,17
350,17
323,17
400,17
322,17
323,17
323,17
323,17
322,17
375,17
528,33
322,17
400,17
374,17
322,17
322,17
296,17
322,17
349,17
323,17
375,17
375,17
323,17
350,17
400,17
322,17
350,17
375,17
400,17
399,16
297,17
426,16
452,16
349,17
323,17
296,17
350,17
323,17
348,17
477,16
350,17
425,16
350,17
399,16
350,17
296,17
400,17
323,17
349,17
452,16
322,17
349,17
376,17
350,17
323,17
349,17
349,17
349,17
400,17
348,17
400,17
321,16
322,17
349,17
425,16
323,17
322,17
349,17
399,16
400,17
476,16
400,17
348,17
349,17
348,17
348,17
322,17
477,16
297,17
528,33
375,17
528,33
349,17
477,16
321,16
375,17
350,17
528,33
349,17
322,17
322,17
399,16
323,17
321,16
295,16
401,17
400,17
349,17
476,16
322,17
349,17
374,17
425,16
322,17
323,17
322,17
375,17
298,17
323,17
324,17
322,17
350,17
322,17
321,16
323,17
323,17
400,17
323,17
348,17
399,16
323,17
323,17
296,17
323,17
350,17
323,17
374,17
131,6
401,17
375,17
323,17
375,17
322,17
322,17
322,17
400,17
323,17
297,17
349,17
376,17
400,17
399,16
374,17
350,17
297,17
350,17
322,17
399,16
398,16
322,17
321,16
401,17
324,17
476,16
321,16
324,17
322,17
323,17
400,17
425,16
321,16
322,17
321,16
528,33
375,17
297,17
350,17
323,17
376,17
350,17
350,17
324,17
321,16
295,16
451,16
399,16
321,16
349,17
400,17
426,16
426,16
375,17
399,16
401,17
323,17
527,34
400,17
322,17
321,16
323,17
452,16
322,17
375,17
400,17
350,17
322,17
322,17
324,17
375,17
350,17
350,17
324,17
321,16
183,6
349,17
400,17
375,17
350,17
348,17
399,16
401,17
324,17
349,17
348,17
399,16
322,17
375,17
322,17
322,17
452,16
400,17
296,17
425,16
349,17
375,17
296,17
348,17
350,17
323,17
296,17
375,17
323,17
400,17
322,17
555,33
322,17
427,27
350,17
322,17
349,17
323,17
349,17
375,17
350,17
399,16
399,16
477,16
528,33
323,17
349,17
375,17
373,16
350,17
553,39
321,16
349,17
350,17
349,17
296,17
399,16
323,17
323,17
350,17
350,17
323,17
399,16
322,17
296,17
322,17
399,16
349,17
400,17
349,17
400,17
321,16
376,17
373,16
375,17
348,17
297,17
321,16
323,17
349,17
375,17
349,17
350,17
350,17
350,17
350,17
321,16
401,17
322,17
348,17
349,17
451,16
350,17
477,16
350,17
322,17
350,17
350,17
321,16
297,17
323,17
375,17
348,17
323,17
400,17
350,17
375,17
426,16
322,17
322,17
348,17
322,17
321,16
476,16
400,17
349,17
400,17
322,17
451,16
321,16
350,17
322,17
528,33
349,17
323,17
399,16
197,10
350,17
400,17
553,39
323,17
478,16
322,17
322,17
296,17
450,16
321,16
322,17
349,17
348,17
373,16
322,17
322,17
321,16
476,16
374,17
322,17
323,17
400,17
323,17
477,16
400,17
375,17
375,17
375,17
399,16
476,16
321,16
399,16
323,17
349,17
348,17
198,10
400,17
376,17
376,17
375,17
349,17
296,17
350,17
400,17
323,17
323,17
349,17
324,17
323,17
401,17
399,16
324,17
323,17
375,17
322,17
427,27
426,16
322,17
322,17
349,17
400,17
349,17
350,17
451,16
322,17
322,17
298,17
322,17
477,16
400,17
400,17
322,17
350,17
350,17
375,17
373,16
323,17
376,17
322,17
323,17
348,17
426,16
376,17
349,17
399,16
349,17
323,17
477,16
398,16
296,17
375,17
321,16
350,17
183,6
322,17
348,17
400,17
400,17
399,16
349,17
323,17
295,16
296,17
553,39
322,17
295,16
400,17
400,17
322,17
350,17
322,17
322,17
349,17
477,16
375,17
347,16
443,15
445,15
367,15
314,15
342,15
339,15
340,15
343,15
367,15
366,15
419,15
366,15
368,15
367,15
421,15
317,15
314,15
365,15
445,15
366,15
342,15
367,15
367,15
446,15
497,15
314,15
313,15
341,15
316,15
474,15
369,15
527,34
446,15
341,15
443,15
369,15
289,15
368,15
369,15
315,15
392,15
501,15
391,15
445,15
419,15
340,15
318,15
500,15
316,15
443,15
527,34
367,15
469,15
394,15
368,15
391,15
367,15
393,15
288,15
366,15
469,15
472,15
419,15
340,15
341,15
469,15
368,15
370,15
417,15
288,15
342,15
469,15
365,15
497,15
290,15
313,15
391,15
369,15
