FlowSOM_cluster,FlowSOM_metacluster
591,27
505,27
561,27
589,27
561,27
330,11
533,27
560,27
560,27
330,11
589,27
560,27
561,27
503,27
531,27
532,27
532,27
532,27
588,27
591,27
475,20
475,20
475,20
562,27
562,27
503,27
475,20
330,11
590,27
504,27
447,20
503,27
476,27
591,27
534,27
532,27
562,27
474,20
503,27
562,27
591,27
590,27
473,18
475,20
561,27
533,27
533,27
505,27
532,27
561,27
505,27
560,27
590,27
589,27
448,27
562,27
532,27
532,27
562,27
448,27
560,27
561,27
561,27
476,27
505,27
591,27
562,27
532,27
674,39
476,27
504,27
330,11
560,27
562,27
448,27
560,27
503,27
503,27
448,27
475,20
448,27
562,27
503,27
477,27
560,27
617,39
588,27
505,27
560,27
503,27
476,27
560,27
531,27
330,11
501,18
560,27
448,27
330,11
533,27
561,27
562,27
475,20
476,27
532,27
448,27
476,27
561,27
448,27
562,27
590,27
359,20
477,27
561,27
591,27
561,27
588,27
503,27
561,27
505,27
561,27
448,27
504,27
505,27
561,27
590,27
617,39
591,27
619,40
560,27
561,27
561,27
448,27
476,27
561,27
591,27
561,27
562,27
447,20
590,27
560,27
475,20
445,20
476,27
561,27
590,27
533,27
476,27
533,27
477,27
532,27
591,27
534,27
561,27
590,27
503,27
560,27
560,27
561,27
476,27
533,27
590,27
533,27
533,27
590,27
475,20
505,27
590,27
503,27
533,27
562,27
534,27
560,27
591,27
591,27
504,27
476,27
476,27
562,27
617,39
505,27
561,27
532,27
532,27
617,39
533,27
561,27
359,20
475,20
589,27
504,27
476,27
503,27
532,27
501,18
531,27
503,27
475,20
473,18
590,27
473,18
505,27
388,20
533,27
561,27
534,27
476,27
505,27
532,27
589,27
504,27
474,20
503,27
476,27
590,27
533,27
505,27
476,27
476,27
562,27
560,27
505,27
533,27
532,27
560,27
476,27
591,27
503,27
562,27
561,27
503,27
561,27
532,27
591,27
591,27
504,27
591,27
534,27
591,27
590,27
562,27
591,27
505,27
560,27
588,27
562,27
475,20
591,27
475,20
503,27
620,40
562,27
589,27
588,27
588,27
476,27
476,27
475,20
560,27
359,20
561,27
503,27
591,27
447,20
562,27
560,27
532,27
561,27
590,27
619,40
561,27
591,27
532,27
503,27
617,39
477,27
474,20
503,27
562,27
675,40
562,27
562,27
590,27
476,27
447,20
533,27
388,20
532,27
504,27
617,39
562,27
532,27
532,27
532,27
560,27
590,27
503,27
532,27
533,27
561,27
562,27
475,20
418,20
532,27
504,27
561,27
675,40
589,27
562,27
589,27
561,27
560,27
475,20
562,27
589,27
475,20
504,27
533,27
562,27
532,27
591,27
588,27
676,40
475,20
561,27
591,27
504,27
447,20
531,27
476,27
476,27
560,27
560,27
591,27
504,27
561,27
476,27
504,27
503,27
475,20
591,27
532,27
560,27
561,27
504,27
675,40
561,27
590,27
475,20
532,27
532,27
589,27
176,5
674,39
448,27
532,27
503,27
476,27
562,27
447,20
475,20
589,27
589,27
560,27
475,20
329,11
476,27
504,27
505,27
560,27
504,27
648,40
475,20
476,27
504,27
562,27
477,27
505,27
448,27
588,27
447,20
561,27
590,27
504,27
503,27
561,27
448,27
504,27
591,27
589,27
532,27
503,27
476,27
533,27
590,27
532,27
560,27
560,27
447,20
560,27
561,27
589,27
445,20
532,27
447,20
591,27
502,18
561,27
503,27
562,27
503,27
562,27
504,27
505,27
617,39
560,27
532,27
591,27
591,27
560,27
562,27
561,27
591,27
532,27
447,20
560,27
505,27
558,17
505,27
505,27
475,20
589,27
505,27
591,27
590,27
505,27
448,27
476,27
448,27
561,27
588,27
618,40
503,27
504,27
562,27
448,27
590,27
560,27
561,27
591,27
561,27
447,20
562,27
504,27
561,27
330,11
647,40
562,27
476,27
447,20
590,27
533,27
560,27
561,27
